#kap	mrk	lng	trd	ind
laborema	labor.0ema	de		fleißig
laborema	labor.0ema	de		arbeitsam
laborema	labor.0ema.KOMUNE	fr	travailleur (adj.)	travailleur
laborema	labor.0ema.KOMUNE	fr	courageux (travailleur)	courageux
laborema	labor.0ema.KOMUNE	en		sedulous
laborema	labor.0ema.KOMUNE	en		assiduous
laborema	labor.0ema.KOMUNE	en		industrious
laborema	labor.0ema.KOMUNE	en		hardworking
laborema	labor.0ema.KOMUNE	de		fleißig
laborema	labor.0ema.KOMUNE	de		arbeitsam
laborestro	labor.0estro	fr	chef d'équipe (au travail)	chef d'équipe
laborestro	labor.0estro	en		overseer
laborestro	labor.0estro	fr		chef d'atelier
laborestro	labor.0estro	de		Aufseher
laborestro	labor.0estro	en		foreman
laborestro	labor.0estro	de		Vorarbeiter
laborestro	labor.0estro.EKON	fr	chef d'équipe (au travail)	chef d'équipe
laborestro	labor.0estro.EKON	fr		chef d'atelier
laborestro	labor.0estro.EKON	de		Aufseher
laborestro	labor.0estro.EKON	en		foreman
laborestro	labor.0estro.EKON	de		Vorarbeiter
laborestro	labor.0estro.EKON	en		overseer
laborulo	labor.0isto	fr	travailleur (subst.)	travailleur
laboristo	labor.0isto	fr	travailleur (subst.)	travailleur
laborulo	labor.0isto	fr		ouvrier
laboristo	labor.0isto	fr		ouvrier
laborulo	labor.0isto.proleto	fr	travailleur (subst.)	travailleur
laboristo	labor.0isto.proleto	fr	travailleur (subst.)	travailleur
laborulo	labor.0isto.proleto	fr		ouvrier
laboristo	labor.0isto.proleto	fr		ouvrier
laborulo	labor.0isto.proleto	en		working man
laboristo	labor.0isto.proleto	en		working man
laborulo	labor.0isto.proleto	en		laborer
laboristo	labor.0isto.proleto	en		laborer
laborulo	labor.0isto.proleto	de		Werktätiger
laboristo	labor.0isto.proleto	de		Werktätiger
laborulo	labor.0isto.proleto	de		Arbeiter
laboristo	labor.0isto.proleto	de		Arbeiter
laborkapabla	labor.0kapabla	fr		apte au travail
laborkapabla	labor.0kapabla	de		arbeitsfähig
laborloko	labor.0loko	en		job
laborloko	labor.0loko	de		Arbeitsstelle
laborloko	labor.0loko	de	Stelle (Arbeit)	Stelle
laborloko	labor.0loko.EKON	en		job
laborloko	labor.0loko.EKON	de		Arbeitsstelle
laborloko	labor.0loko.EKON	de	Stelle (Arbeit)	Stelle
laboro	labor.0o	fr		travail
laboro	labor.0o.FIZ	fr		travail
laboro	labor.0o.FIZ	de		Arbeit
laboro	labor.0o.KOMUNE	fr		travail
laboro	labor.0o.KOMUNE	de		Werken
laboro	labor.0o.KOMUNE	de		Arbeiten
laboro	labor.0o.KOMUNE	de		Arbeit
cerba laboro	labor.cerb0o	de		Kopfarbeit
cerbolaboro	labor.cerb0o	de		Kopfarbeit
cerba laboro	labor.cerb0o.pensado	de		Kopfarbeit
cerbolaboro	labor.cerb0o.pensado	de		Kopfarbeit
ellabori	labor.el0i	en		work out in detail
ellabori	labor.el0i	de		erarbeiten
ellabori	labor.el0i	de		ausarbeiten
ellabori	labor.el0i	fr		élaborer
ellabori	labor.el0i	en		treat at length
ellabori	labor.el0i	en		ellaborate
ellabori	labor.el0i	en		develop
ellabori	labor.el0i.KOMUNE	en		work out in detail
ellabori	labor.el0i.KOMUNE	de		erarbeiten
ellabori	labor.el0i.KOMUNE	de		ausarbeiten
ellabori	labor.el0i.KOMUNE	fr		élaborer
ellabori	labor.el0i.KOMUNE	en		treat at length
ellabori	labor.el0i.KOMUNE	en		ellaborate
ellabori	labor.el0i.KOMUNE	en		develop
forlabori	labor.for0i	de		abarbeiten
kamplaboristo	labor.kamp0isto	fr		travailleur agricole
kamplaboristo	labor.kamp0isto	fr		ouvrier agricole
kamplaboristo	labor.kamp0isto	en	agricultural worker	worker
kamplaboristo	labor.kamp0isto	de	landwirtschaftlicher Arbeiter	Arbeiter
kamplaboristo	labor.kamp0isto	de		Landarbeiter
kamplaboristo	labor.kamp0isto.EKON	fr		travailleur agricole
kamplaboristo	labor.kamp0isto.EKON	fr		ouvrier agricole
kamplaboristo	labor.kamp0isto.EKON	en	agricultural worker	worker
kamplaboristo	labor.kamp0isto.EKON	de	landwirtschaftlicher Arbeiter	Arbeiter
kamplaboristo	labor.kamp0isto.EKON	de		Landarbeiter
konstrulaboristo	labor.konstru0isto	fr		ouvrier du bâtiment
konstrulaboristo	labor.konstru0isto	de		Bauarbeiter
konstrulaboristo	labor.konstru0isto.KON	fr		ouvrier du bâtiment
konstrulaboristo	labor.konstru0isto.KON	de		Bauarbeiter
konstrulaboro	labor.konstru0o	fr		travaux publics
konstrulaboro	labor.konstru0o	de		Bauarbeit
konstrulaboro	labor.konstru0o.KON	fr		travaux publics
konstrulaboro	labor.konstru0o.KON	de		Bauarbeit
kromlaboro	labor.krom0o	NULL	NULL	NULL
kromlaboro	labor.krom0o.alia	en		side job
kromlaboro	labor.krom0o.alia	en		avocation
kromlaboro	labor.krom0o.alia	de		Nebentätigkeit
kromlaboro	labor.krom0o.plusa	NULL	NULL	NULL
kunlabori	labor.kun0i	fr		collaborer
kunlabori	labor.kun0i	en		collaborate
kunlabori	labor.kun0i	de		mitarbeiten
kunlabori	labor.kun0i	de		zusammenarbeiten
kunlabori	labor.kun0i.KOMUNE	fr		collaborer
kunlabori	labor.kun0i.KOMUNE	en		collaborate
kunlabori	labor.kun0i.KOMUNE	de		mitarbeiten
kunlabori	labor.kun0i.KOMUNE	de		zusammenarbeiten
kunlaboro	labor.kun0o	de		Zusammenarbeit
kunlaboro	labor.kun0o	fr		collaboration
kunlaboro	labor.kun0o	de		Mitarbeit
kunlaboro	labor.kun0o.KOMUNE	fr		collaboration
kunlaboro	labor.kun0o.KOMUNE	de		Mitarbeit
kunlaboro	labor.kun0o.KOMUNE	de		Zusammenarbeit
lignolaboristo	labor.ligno0isto	en	wood worker	worker
lignolaboristo	labor.ligno0isto	de		Waldarbeiter
lignolaboristo	labor.ligno0isto	fr	forestier (subst.)	forestier
lignolaboristo	labor.ligno0isto.EKON	en	wood worker	worker
lignolaboristo	labor.ligno0isto.EKON	de		Waldarbeiter
lignolaboristo	labor.ligno0isto.EKON	fr	forestier (subst.)	forestier
mallaborema	labor.mal0ema	fr		paresseux
mallaborema	labor.mal0ema	de		faul
mallaborema	labor.mal0ema.KOMUNE	fr		paresseux
mallaborema	labor.mal0ema.KOMUNE	de		faul
manlaboristo	labor.man0isto	fr		travailleur manuel
manlaboristo	labor.man0isto	de		Handwerker
manlaboristo	labor.man0isto.EKON	fr		travailleur manuel
manlaboristo	labor.man0isto.EKON	de		Handwerker
manlaboro	labor.man0o	fr		travail manuel
manlaboro	labor.man0o	en		manual labor
manlaboro	labor.man0o	de		Basteln
manlaboro	labor.man0o	de		Handwerk
manlaboro	labor.man0o	de		Handarbeit
manlaboro	labor.man0o.EKON	fr		travail manuel
manlaboro	labor.man0o.EKON	en		manual labor
manlaboro	labor.man0o.EKON	de		Basteln
manlaboro	labor.man0o.EKON	de		Handwerk
manlaboro	labor.man0o.EKON	de		Handarbeit
laborakiri	labor.per0i	de	sich erarbeiten	erarbeiten
perlabori	labor.per0i	de	sich erarbeiten	erarbeiten
laborakiri	labor.per0i	fr	gagner (par son travail)	gagner
perlabori	labor.per0i	fr	gagner (par son travail)	gagner
laborakiri	labor.per0i	fr	acquérir (par son travail)	acquérir
perlabori	labor.per0i	fr	acquérir (par son travail)	acquérir
laborakiri	labor.per0i	de	sich verdienen	verdienen
perlabori	labor.per0i	de	sich verdienen	verdienen
laborakiri	labor.per0i.EKON	fr	gagner (par son travail)	gagner
perlabori	labor.per0i.EKON	fr	gagner (par son travail)	gagner
laborakiri	labor.per0i.EKON	fr	acquérir (par son travail)	acquérir
perlabori	labor.per0i.EKON	fr	acquérir (par son travail)	acquérir
laborakiri	labor.per0i.EKON	de	sich verdienen	verdienen
perlabori	labor.per0i.EKON	de	sich verdienen	verdienen
laborakiri	labor.per0i.EKON	de	sich erarbeiten	erarbeiten
perlabori	labor.per0i.EKON	de	sich erarbeiten	erarbeiten
peza laboro	labor.peza0o	fr		travail pénible
peza laboro	labor.peza0o	de	schwere Arbeit	Arbeit
peza laboro	labor.peza0o	de	harte Arbeit	Arbeit
peza laboro	labor.peza0o	en		hard work
peza laboro	labor.peza0o.EKON	fr		travail pénible
peza laboro	labor.peza0o.EKON	de	schwere Arbeit	Arbeit
peza laboro	labor.peza0o.EKON	de	harte Arbeit	Arbeit
peza laboro	labor.peza0o.EKON	en		hard work
ekstra laboro	labor.plus0o	fr		heures supplémentaires
pluslaboro	labor.plus0o	fr		heures supplémentaires
ekstra laboro	labor.plus0o	de		Überstunden
pluslaboro	labor.plus0o	de		Überstunden
ekstra laboro	labor.plus0o	de		Mehrarbeit
pluslaboro	labor.plus0o	de		Mehrarbeit
ekstra laboro	labor.plus0o.EKON	fr		heures supplémentaires
pluslaboro	labor.plus0o.EKON	fr		heures supplémentaires
ekstra laboro	labor.plus0o.EKON	de		Überstunden
pluslaboro	labor.plus0o.EKON	de		Überstunden
ekstra laboro	labor.plus0o.EKON	de		Mehrarbeit
pluslaboro	labor.plus0o.EKON	de		Mehrarbeit
prilabori	labor.pri0i	de		bearbeiten
prilabori	labor.pri0i.KOMUNE	de		bearbeiten
prilabori	labor.pri0i.KOMUNE	fr	travailler (tr.)	travailler
prilabori	labor.pri0i.KOMUNE	fr		façonner
prilabori	labor.pri0i.KOMUNE	de		ausarbeiten
prilabori	labor.pri0i.obeigi	de		bearbeiten
prilabori	labor.pri0i.obeigi	de		weichklopfen
punlaborejo	labor.pun0ejo	de		Arbeitslager
punlaborejo	labor.pun0ejo	fr		bagne
punlaborejo	labor.pun0ejo	de		Straflager
punlaborejo	labor.pun0ejo.JUR	de		Arbeitslager
punlaborejo	labor.pun0ejo.JUR	fr		bagne
punlaborejo	labor.pun0ejo.JUR	de		Straflager
punlaboro	labor.pun0o	fr		travaux forcés
punlaboro	labor.pun0o	de		Zwangsarbeit
punlaboro	labor.pun0o	de		Strafarbeit
punlaboro	labor.pun0o.JUR	fr		travaux forcés
punlaboro	labor.pun0o.JUR	de		Zwangsarbeit
punlaboro	labor.pun0o.JUR	de		Strafarbeit
retlabori	labor.ret0i	fr		télétravailler
retlabori	labor.ret0i.RET	fr		télétravailler
senlabora	labor.sen0a	NULL	NULL	NULL
senlabora	labor.sen0a.EKON	fr	sans emploi	emploi
senlabora	labor.sen0a.EKON	fr	chômeur (adj.)	chômeur
senlabora	labor.sen0a.EKON	en	out of work	work
senlabora	labor.sen0a.EKON	en		unemployed
senlabora	labor.sen0a.EKON	de		beschäftigungslos
senlabora	labor.sen0a.EKON	de		arbeitslos
senlabora	labor.sen0a.libertempa	de		arbeitsfrei
senlaboreco	labor.sen0eco	NULL	NULL	NULL
senlaboreco	labor.sen0eco.EKON	fr		chômage
senlaboreco	labor.sen0eco.EKON	de		Arbeitslosigkeit
senlaboreco	labor.sen0eco.vola	fr		oisiveté
senlaboreco	labor.sen0eco.vola	de		Freizeit
senlaborulo	labor.sen0ulo	fr		chômeur
senlaborulo	labor.sen0ulo	de		Arbeitsloser
senlaborulo	labor.sen0ulo.EKON	fr		chômeur
senlaborulo	labor.sen0ulo.EKON	de		Arbeitsloser
trudlaboro	labor.trud0o	fr		travail forcé
trudlaboro	labor.trud0o	de		Zwangsarbeit
trudlaboro	labor.trud0o.JUR	fr		travail forcé
trudlaboro	labor.trud0o.JUR	de		Zwangsarbeit
laboratorio	labora.0o	fr		laboratoire
laboratorio	labora.0o	en		laboratory
laboratorio	labora.0o	de		Laboratorium
laboratorio	labora.0o	de		Labor
Labradoro	labrador.L0o	fr		Labrador
Labradoro	labrador.L0o	en		Labrador
Labradoro	labrador.L0o	de		Labrador
Labradoro	labrador.L0o.GEOG	fr		Labrador
Labradoro	labrador.L0o.GEOG	en		Labrador
Labradoro	labrador.L0o.GEOG	de		Labrador
labrako	labrak.0o	de		Europäischer Wolfsbarsch
labrako	labrak.0o	fr		perche de mer
labrako	labrak.0o	fr	loup (poisson)	loup
labrako	labrak.0o	fr	bar (poisson)	bar
labrako	labrak.0o	en		European seabass
labrako	labrak.0o.ZOO	fr		perche de mer
labrako	labrak.0o.ZOO	fr	loup (poisson)	loup
labrako	labrak.0o.ZOO	fr	bar (poisson)	bar
labrako	labrak.0o.ZOO	en		European seabass
labrako	labrak.0o.ZOO	de		Europäischer Wolfsbarsch
laburno	laburn.0o	fr		cytise
laburno	laburn.0o	de		Goldregen
laburno	laburn.0o.BOT	fr		cytise
laburno	laburn.0o.BOT	de		Goldregen
laca	lac.0a	fr		fatigué
laca	lac.0a	de		müde
laca	lac.0a.FIG	fr		fatigué
laca	lac.0a.FIG	de		müde
laca	lac.0a.FIG	en		jaded
laca	lac.0a.FIG	en		fed up with
laca	lac.0a.FIG	en		tired of
laca	lac.0a.FIG	de		überdrüssig
laca	lac.0a.malvigla	fr		fatigué
laca	lac.0a.malvigla	de		müde
laca	lac.0a.malvigla	en		fatigued
laca	lac.0a.malvigla	en		weary
laca	lac.0a.malvigla	en		tired
laca	lac.0a.malvigla	de		matt
lacega	lac.0ega	de		erschöpft
lacega	lac.0ega.KOMUNE	de		erschöpft
laciga	lac.0iga	fr		fatiguant
laciga	lac.0iga	de		ermüdend
laciga	lac.0iga.KOMUNE	de		ermüdend
laciga	lac.0iga.KOMUNE	fr		fatiguant
lacigi	lac.0igi	fr		fatiguer
lacigi	lac.0igi	de	müde machen	müde
lacigi	lac.0igi.KOMUNE	fr		fatiguer
lacigi	lac.0igi.KOMUNE	de	müde machen	müde
laciĝi	lac.0igxi	fr	se fatiguer	fatiguer
laciĝi	lac.0igxi	de	müde werden	müde
laciĝi	lac.0igxi.KOMUNE	fr	se fatiguer	fatiguer
laciĝi	lac.0igxi.KOMUNE	de	müde werden	müde
nelacigebla	lac.sen0a	fr		infatigable
senlaca	lac.sen0a	fr		infatigable
nelacigebla	lac.sen0a	en		untiring
senlaca	lac.sen0a	en		untiring
nelacigebla	lac.sen0a	en		indefatigable
senlaca	lac.sen0a	en		indefatigable
nelacigebla	lac.sen0a	en		tireless
senlaca	lac.sen0a	en		tireless
nelacigebla	lac.sen0a	de		unermüdlich
senlaca	lac.sen0a	de		unermüdlich
lacerto	lacert.0o	fr		lézard
lacerto	lacert.0o	en		lizard
lacerto	lacert.0o	de		Eidechse
Lacerto	lacert.L0o	fr	Lézard (constellation)	Lézard
Lacerto	lacert.L0o	en		Lacerta
Lacerto	lacert.L0o.AST	fr	Lézard (constellation)	Lézard
Lacerto	lacert.L0o.AST	en		Lacerta
lacertedoj	lacert1.0oj	fr		Lacertidés
lacertedoj	lacert1.0oj	de	Eidechsen (Familie)	Eidechsen
laĉi	lacx.0i	fr		lacer
laĉi	lacx.0i	en		lace
laĉi	lacx.0i	de		einschnüren
laĉi	lacx.0i	de		zuschnüren
laĉi	lacx.0i	de		schnüren
laĉi	lacx.0i.TEKS	fr		lacer
laĉi	lacx.0i.TEKS	en		lace
laĉi	lacx.0i.TEKS	de		einschnüren
laĉi	lacx.0i.TEKS	de		zuschnüren
laĉi	lacx.0i.TEKS	de		schnüren
laĉo	lacx.0o	fr		lacet
laĉo	lacx.0o	en		lace
laĉo	lacx.0o	de		Schnürsenkel
laĉo	lacx.0o	de		Schnürriemen
laĉo	lacx.0o	de		Schnürband
laĉo	lacx.0o.TEKS	en		lace
laĉo	lacx.0o.TEKS	de		Schnürsenkel
laĉo	lacx.0o.TEKS	de		Schnürriemen
laĉo	lacx.0o.TEKS	de		Schnürband
laĉo	lacx.0o.TEKS	fr		lacet
lado	lad.0o	fr		fer-blanc
lado	lad.0o	fr		tôle
lado	lad.0o	en		sheet metal
lado	lad.0o	de		Blech
lado	lad.0o.plato	fr		fer-blanc
lado	lad.0o.plato	fr		tôle
lado	lad.0o.plato	en		sheet metal
lado	lad.0o.plato	de		Blech
ferlado	lad.fer0o	fr	tôle (de fer, de fer-blanc)	tôle
ferlado	lad.fer0o	de		Eisenblech
onda lado	lad.onda0o	fr		tôle ondulée
onda lado	lad.onda0o	en		corrugated sheet metal
onda lado	lad.onda0o	en		corrugated iron
onda lado	lad.onda0o	de		Wellblech
Ladislao	ladisla.0o	fr		Ladislas
Ladislao	ladisla.0o.NOM	fr		Ladislas
Laerto	laert.0o	en		Laertes
Laerto	laert.0o	de		Laërtes
Laerto	laert.0o	de		Laertes
Laerto	laert.0o.mit	en		Laertes
Laerto	laert.0o.mit	de		Laërtes
Laerto	laert.0o.mit	de		Laertes
Laerto	laert.0o.nomo	de		Laërtes
Laerto	laert.0o.nomo	de		Laertes
Laerto	laert.0o.nomo	en		Laertes
Laerto	laert.0o.rolulo	de		Laërtes
Laerto	laert.0o.rolulo	de		Laertes
Laerto	laert.0o.rolulo	en		Laertes
lafo	laf.0o	fr		lave
lafo	laf.0o	en		lava
lafo	laf.0o	de		Lava
lageto	lag.0eto	fr		étang
lageto	lag.0eto	en		pond
lageto	lag.0eto	de		Teich
lageto	lag.0eto.GEOG	fr		étang
lageto	lag.0eto.GEOG	en		pond
lageto	lag.0eto.GEOG	de		Teich
Asfalta Lago	lag.Asfalta_L0o	de		Asphaltsee
Garda Lago	lag.Garda_L0o	fr		lac de Garde
Garda Lago	lag.Garda_L0o	en		Lake Garda
Garda Lago	lag.Garda_L0o	de		Gardasee
Grandaj Lagoj	lag.Grandaj_0oj	fr		Grands Lacs
Grandaj Lagoj	lag.Grandaj_0oj	en		Great Lakes
Grandaj Lagoj	lag.Grandaj_0oj	de		Große Seen
Grandaj Lagoj	lag.Grandaj_0oj.GEOG	fr		Grands Lacs
Grandaj Lagoj	lag.Grandaj_0oj.GEOG	en		Great Lakes
Grandaj Lagoj	lag.Grandaj_0oj.GEOG	de		Große Seen
Ĝeneva Lago	lag.Gxeneva_0o	de		Genfersee
Bodenlago	lag.Konstanca_0o	fr		Lac de Constance
Konstanca Lago	lag.Konstanca_0o	fr		Lac de Constance
Bodenlago	lag.Konstanca_0o	en		Lake Constance
Konstanca Lago	lag.Konstanca_0o	en		Lake Constance
Bodenlago	lag.Konstanca_0o	de		Bodensee
Konstanca Lago	lag.Konstanca_0o	de		Bodensee
Tanganjika Lago	lag.Tanganjika_L0o	de		Tanganjikasee
Tanganjika Lago	lag.Tanganjika_L0o	fr		lac Tanganyika
Tanganjika Lago	lag.Tanganjika_L0o	en		Lake Tanganyika
Tiberiada Lago	lag.Tiberiada_L0o	fr		lac de Tibériade
Tiberiada Lago	lag.Tiberiada_L0o	en		Sea of Galilee
Tiberiada Lago	lag.Tiberiada_L0o	de		See Genezareth
soda lago	lag.soda_0o	fr		lac de soude
soda lago	lag.soda_0o	en		soda lake
soda lago	lag.soda_0o	de		Natronsee
lagopo	lagop.0o	NULL	NULL	NULL
lagopo	lagop.0o.genro	en		grouse
lagopo	lagop.0o.genro	fr		lagopède
lagopo	lagop.0o.genro	de		Schneehuhn
lagopo	lagop.0o.specio	en	willow grouse	grouse
lagopo	lagop.0o.specio	en	willow ptarmigan	ptarmigan
lagopo	lagop.0o.specio	de		Moorschneehuhn
monta lagopo	lagop.monta0o	de		Alpenschneehuhn
monta lagopo	lagop.monta0o	en	rock ptarmigan	ptarmigan
skota lagopo	lagop.skota0o	de		Schottisches Moorschneehuhn
Lagoso	lagos.0o	fr		Lagos
Lagoso	lagos.0o	en		Lagos
Lagoso	lagos.0o	de		Lagos
lagro	lagr.0o	fr		roulement mécanique
lagro	lagr.0o	fr		palier lisse
lagro	lagr.0o	de		Wälzlager
lagro	lagr.0o	en		bushing
lagro	lagr.0o	de	Lager (Technik)	Lager
lagro	lagr.0o	en		bearing
lagro	lagr.0o.TEK	fr		roulement mécanique
lagro	lagr.0o.TEK	fr		palier lisse
lagro	lagr.0o.TEK	en		bushing
lagro	lagr.0o.TEK	de	Lager (Technik)	Lager
lagro	lagr.0o.TEK	en		bearing
lagro	lagr.0o.TEK	de		Wälzlager
lagrio	lagri.0o	fr		lagria
lagrio	lagri.0o	de		Wollkäfer
lagrio	lagri.0o.ZOO	fr		lagria
lagrio	lagri.0o.ZOO	de		Wollkäfer
laguno	lagun.0o	fr		lagune
laguno	lagun.0o	fr		lagon
laguno	lagun.0o	en		lagoon
laguno	lagun.0o	de		Lagune
Lahoro	lahor.0o	fr		Lahore
Lahoro	lahor.0o	en		Lahore
Lahoro	lahor.0o	de		Lahore
laika	laik.0a	fr	ignorant (adj.)	ignorant
laika	laik.0a	fr	béotien (adj., fig.)	béotien
laika	laik.0a	fr	laïque (adj.)	laïque
laika	laik.0a	fr	laïc (adj.)	laïc
laika	laik.0a	de		laienhaft
laika	laik.0a	fr	lai (laïc)	lai
laika	laik.0a.neklerika	fr	béotien (adj., fig.)	béotien
laika	laik.0a.neklerika	fr	laïque (adj.)	laïque
laika	laik.0a.neklerika	fr	laïc (adj.)	laïc
laika	laik.0a.neklerika	de		laienhaft
laika	laik.0a.neklerika	en		secular
laika	laik.0a.neklerika	en		lay
laika	laik.0a.neklerika	fr	lai (laïc)	lai
laika	laik.0a.neklerika	fr	ignorant (adj.)	ignorant
laika	laik.0a.nekompetenta	fr	béotien (adj., fig.)	béotien
laika	laik.0a.nekompetenta	fr	laïque (adj.)	laïque
laika	laik.0a.nekompetenta	fr	laïc (adj.)	laïc
laika	laik.0a.nekompetenta	de		laienhaft
laika	laik.0a.nekompetenta	en		non-professional
laika	laik.0a.nekompetenta	en		lay
laika	laik.0a.nekompetenta	fr	lai (laïc)	lai
laika	laik.0a.nekompetenta	fr	ignorant (adj.)	ignorant
laiko	laik.0o	de		Laie
laiko	laik.0o.FIG	de		Laie
laiko	laik.0o.FIG	fr	inculte (subst.)	inculte
laiko	laik.0o.FIG	fr	ignorant (subst.)	ignorant
laiko	laik.0o.FIG	fr	ignare (subst.)	ignare
laiko	laik.0o.FIG	fr	béotien (subst., fig.)	béotien
laiko	laik.0o.FIG	en		non-professional
laiko	laik.0o.FIG	en		layman
laiko	laik.0o.pasxtato	de		Laie
laiko	laik.0o.pasxtato	fr	laïque (subst.)	laïque
laiko	laik.0o.pasxtato	fr	laïc (subst.)	laïc
laiko	laik.0o.pasxtato	en		layman
Lajo	laj.0o	fr		Laïos
Lajo	laj.0o	en		Laius
Lajo	laj.0o	de		Laios
lakaĵo	lak.0ajxo	fr	laque (objet)	laque
lakaĵo	lak.0ajxo.BELA	fr	laque (objet)	laque
laki	lak.0i	fr		vernir
laki	lak.0i	fr		laquer
laki	lak.0i	en		lacquer
laki	lak.0i	de		lackieren
laki	lak.0i.KEM	fr		vernir
laki	lak.0i.KEM	fr		laquer
laki	lak.0i.KEM	en		lacquer
laki	lak.0i.KEM	de		lackieren
lako	lak.0o	fr		vernis
lako	lak.0o	fr		laque
lako	lak.0o	en		lacquer
lako	lak.0o.KEM	fr		vernis
lako	lak.0o.KEM	de		Politur
lako	lak.0o.KEM	de		Anstrich
lako	lak.0o.KEM	fr		laque
lako	lak.0o.KEM	de		Lasur
lako	lak.0o.KEM	de		Firnis
lako	lak.0o.KEM	en		lacquer
lako	lak.0o.KEM	de		Lack
lako	lak.0o.KEM	de		Lackfirnis
ungolako	lak.ungo0o	fr		vernis à ongles
ungolako	lak.ungo0o	en		nail polish
ungolako	lak.ungo0o	en		nail varnish
ungolako	lak.ungo0o	de		Nagellack
ungolako	lak.ungo0o.KOS	en		nail polish
ungolako	lak.ungo0o.KOS	en		nail varnish
ungolako	lak.ungo0o.KOS	de		Nagellack
ungolako	lak.ungo0o.KOS	fr		vernis à ongles
lakeo	lake.0o	fr		laquais
lakeo	lake.0o.FIG	fr		laquais
lakeo	lake.0o.FIG	de		unterwürfiger Mensch
lakeo	lake.0o.FIG	de		Kriecher
lakeo	lake.0o.FIG	en		flunkey
lakeo	lake.0o.FIG	en		flunky
lakeo	lake.0o.FIG	en		minion
lakeo	lake.0o.FIG	en		lackey
lakeo	lake.0o.servisto	fr		laquais
lakeo	lake.0o.servisto	en		lackey
lakeo	lake.0o.servisto	en		flunkey
lakeo	lake.0o.servisto	en		footman
lakeo	lake.0o.servisto	en		servant
lakeo	lake.0o.servisto	de		Diener in Livree
lakeo	lake.0o.servisto	de		Lakai
lakmuso	lakmus.0o	fr	teinture de tournesol	tournesol
lakmuso	lakmus.0o	en		litmus
lakmuso	lakmus.0o	de		Lackmus
lakmuso	lakmus.0o.KEM	fr	teinture de tournesol	tournesol
lakmuso	lakmus.0o.KEM	en		litmus
lakmuso	lakmus.0o.KEM	de		Lackmus
lakmuso	lakmus.0o.papero	fr	teinture de tournesol	tournesol
lakmuso	lakmus.0o.papero	en		litmus
lakmuso	lakmus.0o.papero	de		Lackmus
lakmusa papero	lakmus.0papero	fr	papier de tournesol	tournesol
lakmusa papero	lakmus.0papero	en		litmus paper
