#kap	mrk	lng	trd	ind
samideano	ide.sam0ano.ESP	fr	partisan (d'un mouvement d'idées, de l'espéranto)	partisan
samideano	ide.sam0ano.gxenerale	de		Gleichgesinnter
samideano	ide.sam0ano.gxenerale	fr	partisan (d'un mouvement d'idées, de l'espéranto)	partisan
ideala	ideal.0a	fr	idéal (adj.)	idéal
ideala	ideal.0a	en		ideal
ideala	ideal.0a	de		ideal
ideala	ideal.0a.konforma	fr	idéal (adj.)	idéal
ideala	ideal.0a.konforma	en		ideal
ideala	ideal.0a.konforma	de		ideal
idealigi	ideal.0igi	fr		idéaliser
idealigi	ideal.0igi	de		verklären
idealigi	ideal.0igi	de		idealisieren
idealigi	ideal.0igi.KOMUNE	fr		idéaliser
idealigi	ideal.0igi.KOMUNE	de		verklären
idealigi	ideal.0igi.KOMUNE	de		idealisieren
idealismo	ideal.0ismo	fr		idéalisme
idealismo	ideal.0ismo	de		Idealismus
idealismo	ideal.0ismo.BELA	fr		idéalisme
idealismo	ideal.0ismo.BELA	de		Idealismus
idealismo	ideal.0ismo.ideismo	fr		idéalisme
idealismo	ideal.0ismo.ideismo	de		Idealismus
idealismo	ideal.0ismo.morala	fr		idéalisme
idealismo	ideal.0ismo.morala	de		Idealismus
idealisto	ideal.0isto	de		Idealist
idealisto	ideal.0isto	fr		idéaliste
idealisto	ideal.0isto.ideisto	de		Idealist
idealisto	ideal.0isto.ideisto	fr		idéaliste
idealisto	ideal.0isto.morale	de		Idealist
idealisto	ideal.0isto.morale	fr		idéaliste
idealo	ideal.0o	NULL	NULL	NULL
idealo	ideal.0o.MAT	fr	idéal (subst., math.)	idéal
idealo	ideal.0o.MAT	en		ideal
idealo	ideal.0o.MAT	de		Ideal
idealo	ideal.0o.perfekteco	fr	idéal (subst.)	idéal
idealo	ideal.0o.perfekteco	en		ideal
idealo	ideal.0o.perfekteco	de		Ideal
ĉefideala	ideal.cxef0a	NULL	NULL	NULL
ĉefideala	ideal.cxef0a.MAT	fr	(anneau) principal	principal
ĉefideala	ideal.cxef0a.MAT	en	principal ideal (ring)	principal ideal
ĉefideala	ideal.cxef0a.MAT	de	Hauptideal-(ring)	Hauptideal-
senideala	ideal.sen0a	fr		terre-à-terre
senideala	ideal.sen0a.KOMUNE	fr		terre-à-terre
identa	ident.0a	fr		identique
identa	ident.0a	en		identical
identa	ident.0a	de		identisch
identa	ident.0a.tia_sama	fr		identique
identa	ident.0a.tia_sama	en		identical
identa	ident.0a.tia_sama	de		identisch
identa	ident.0a.tiu_sama	fr		identique
identa	ident.0a.tiu_sama	en		identical
identa	ident.0a.tiu_sama	de		identisch
identaĵo	ident.0ajxo	NULL	NULL	NULL
identaĵo	ident.0ajxo.KOMUNE	en	identity (instance of something identical)	identity
identaĵo	ident.0ajxo.MAT	fr	identité (math.)	identité
identaĵo	ident.0ajxo.MAT	en	identity (mathematical equality)	identity
identaĵo	ident.0ajxo.MAT	de		Identität
identeco	ident.0eco	NULL	NULL	NULL
identeco	ident.0eco.JUR	fr	identité (d'une personne)	identité
identeco	ident.0eco.JUR	en	identity (the fact of who a person is)	identity
identeco	ident.0eco.JUR	de		Identität
identeco	ident.0eco.egalo	fr	identité (égalité)	identité
identeco	ident.0eco.egalo	en	identity (extreme similarity)	identity
identeco	ident.0eco.egalo	de		Identität
identeco	ident.0eco.identigho	en	identity (set of characteristics)	identity
identigi	ident.0igi	fr		identifier
identigi	ident.0igi	en		identify
identigi	ident.0igi.egaligi	fr		identifier
identigi	ident.0igi.egaligi	en		identify
identigi	ident.0igi.rekoni	de		identifizieren
identigi	ident.0igi.rekoni	en		identify
identigi	ident.0igi.rekoni	fr		identifier
identigilo	ident.0igilo	NULL	NULL	NULL
identigilo	ident.0igilo.JUR	fr		pièce d'identité
identigilo	ident.0igilo.JUR	en	identification (item which identifies a person)	identification
identigilo	ident.0igilo.JUR	de		Ausweis
identigilo	ident.0igilo.KOMP	fr		identifiant
identigilo	ident.0igilo.KOMP	en	unique identity	identity
identigilo	ident.0igilo.KOMP	de		ID
identigilo	ident.0igilo.KOMP	de		Kennung
identigilo	ident.0igilo.KOMP	de		Kennzeichen
identiĝi	ident.0igxi	fr	s'identifier	identifier
identiĝi	ident.0igxi	en	identified with (associated with)	identified
identiĝi	ident.0igxi	de	sich identifizieren	identifizieren
idento	ident.0o	NULL	NULL	NULL
idento	ident.0o.memdifino	en	identity (set of characteristics)	identity
idento	ident.0o.memdifino	de	Identität (Selbstverständnis)	Identität
idento	ident.0o.memdifino	de		Selbstverständnis
idento	ident.0o.rilato	NULL	NULL	NULL
ideografiaĵo	ideogr.0ajxo	fr		idéogramme
ideografiaĵo	ideogr.0ajxo	de		Ideogramm
ideografiaĵo	ideogr.0ajxo.LIN	fr		idéogramme
ideografiaĵo	ideogr.0ajxo.LIN	de		Ideogramm
ideografio	ideogr.0o	fr		idéographie
ideografio	ideogr.0o	de		Begriffsschrift
ideografio	ideogr.0o	de		Ideographie
ideografio	ideogr.0o.LIN	fr		idéographie
ideografio	ideogr.0o.LIN	de		Begriffsschrift
ideografio	ideogr.0o.LIN	de		Ideographie
ideogramo	ideogram.0o	fr		idéogramme
ideogramo	ideogram.0o	de		Ideogramm
ideogramo	ideogram.0o.LIN	fr		idéogramme
ideogramo	ideogram.0o.LIN	de		Ideogramm
ideologia	ideolo.0a	fr		idéologique
ideologia	ideolo.0a	en		ideology
ideologia	ideolo.0a	de		ideologisch
ideologia	ideolo.0a.KOMUNE	fr		idéologique
ideologia	ideolo.0a.KOMUNE	en		ideology
ideologia	ideolo.0a.KOMUNE	de		ideologisch
ideologiisto	ideolo.0isto	fr		idéologue
ideologiisto	ideolo.0isto	en		ideologue
ideologiisto	ideolo.0isto	de		Ideologe
ideologiisto	ideolo.0isto.KOMUNE	fr		idéologue
ideologiisto	ideolo.0isto.KOMUNE	en		ideologue
ideologiisto	ideolo.0isto.KOMUNE	de		Ideologe
ideologio	ideolo.0o	fr		idéologie
ideologio	ideolo.0o	en		ideology
ideologio	ideolo.0o.FIL	fr		idéologie
ideologio	ideolo.0o.FIL	en		ideology
ideologio	ideolo.0o.KOMUNE	en		ideology
ideologio	ideolo.0o.KOMUNE	de		Ideologie
ideologio	ideolo.0o.KOMUNE	fr		idéologie
ideologo	ideolog.0o	fr		idéologue
ideologo	ideolog.0o	en		ideologue
ideologo	ideolog.0o	de		Ideologe
ideologo	ideolog.0o.KOMUNE	fr		idéologue
ideologo	ideolog.0o.KOMUNE	en		ideologue
ideologo	ideolog.0o.KOMUNE	de		Ideologe
idilio	idili.0o	en		idyll
idilio	idili.0o	fr		idylle
idilio	idili.0o	de		Idyll
idilio	idili.0o	de		Idylle
idilio	idili.0o.FIG	en		idyll
idilio	idili.0o.FIG	fr		idylle
idilio	idili.0o.FIG	de		Idyll
idilio	idili.0o.FIG	de		Idylle
idilio	idili.0o.POE	en		idyll
idilio	idili.0o.POE	fr		idylle
idilio	idili.0o.POE	de		Idyll
idilio	idili.0o.POE	de		Idylle
idiomaĵo	idiom.0ajxo	fr		expression idiomatique
idiomaĵo	idiom.0ajxo	fr		idiotisme
idiomaĵo	idiom.0ajxo	en		idiomatic expression
idiomaĵo	idiom.0ajxo	de		Spracheigenheit
idiomaĵo	idiom.0ajxo	de		idiomatischer Ausdruck
idiomo	idiom.0o	en		language
idiomo	idiom.0o	en		tongue
idiomo	idiom.0o	en		vernacular
idiomo	idiom.0o	en		idiom
idiomo	idiom.0o	de		Sprache
idiomo	idiom.0o	de		Idiom
idiomo	idiom.0o	fr		idiome
idioteco	idiot.0eco	fr	idiotie (état, maladie)	idiotie
idioteco	idiot.0eco	en		idiocy
idioteco	idiot.0eco.KOMUNE	fr	idiotie (état, maladie)	idiotie
idioteco	idiot.0eco.KOMUNE	en		idiocy
idioteco	idiot.0eco.KOMUNE	de		Idiotie
idioteco	idiot.0eco.MED	fr	idiotie (état, maladie)	idiotie
idioteco	idiot.0eco.MED	en		idiocy
idioteco	idiot.0eco.MED	de		Idiotismus
idiotigi	idiot.0igi	fr		crétiniser
idiotigi	idiot.0igi	fr		abrutir
idiotigi	idiot.0igi	fr	rendre idiot	idiot
idiotigi	idiot.0igi	de		verblöden
idioto	idiot.0o	fr		crétin
idioto	idiot.0o	fr		imbécile
idioto	idiot.0o	fr		abruti
idioto	idiot.0o	fr		idiot
idioto	idiot.0o	en		idiot
idioto	idiot.0o	de		Idiot
idioto	idiot.0o.KOMUNE	fr		crétin
idioto	idiot.0o.KOMUNE	fr		imbécile
idioto	idiot.0o.KOMUNE	fr		abruti
idioto	idiot.0o.KOMUNE	fr		idiot
idioto	idiot.0o.KOMUNE	en		idiot
idioto	idiot.0o.KOMUNE	de		Idiot
idioto	idiot.0o.MED	fr		crétin
idioto	idiot.0o.MED	fr		imbécile
idioto	idiot.0o.MED	fr		abruti
idioto	idiot.0o.MED	fr		idiot
idioto	idiot.0o.MED	en		idiot
idioto	idiot.0o.MED	de		Idiot
idiotismo	idioti.0o	fr		expression idiomatique
idiotismo	idioti.0o	fr		idiotisme
idiotismo	idioti.0o	en		idiomatic expression
idiotismo	idioti.0o	de		Redewendung
idiotismo	idioti.0o	de		Spracheigenheit
idiotismo	idioti.0o	de		idiomatischer Ausdruck
idiotismo	idioti.0o	de	Idiotismus (Ausdruck)	Idiotismus
idiotismo	idioti.0o.LIN	fr		expression idiomatique
idiotismo	idioti.0o.LIN	fr		idiotisme
idiotismo	idioti.0o.LIN	en		idiomatic expression
idiotismo	idioti.0o.LIN	de		Redewendung
idiotismo	idioti.0o.LIN	de		Spracheigenheit
idiotismo	idioti.0o.LIN	de		idiomatischer Ausdruck
idiotismo	idioti.0o.LIN	de	Idiotismus (Ausdruck)	Idiotismus
idolano	idol.0ano	fr	idolâtre (subst.)	idolâtre
idolano	idol.0ano	en		idolater
idolano	idol.0ano	de		Götzendiener
idolano	idol.0ano.REL	fr	idolâtre (subst.)	idolâtre
idolano	idol.0ano.REL	en		idolater
idolano	idol.0ano.REL	de		Götzendiener
idolo	idol.0o	en		idol
idolo	idol.0o	fr		idole
idolo	idol.0o.FIG	en		idol
idolo	idol.0o.FIG	de		Idol
idolo	idol.0o.FIG	fr		idole
idolo	idol.0o.REL	fr		idole
idolo	idol.0o.REL	de		Götze
idolo	idol.0o.REL	en		idol
iduo	idu.0o	fr	ides (calendrier romain)	ides
iduo	idu.0o	en		ides
iduo	idu.0o	de	Iden (Kalender)	Iden
iduo	idu.0o.KAL	en		ides
iduo	idu.0o.KAL	de	Iden (Kalender)	Iden
iduo	idu.0o.KAL	fr	ides (calendrier romain)	ides
ie	ie.0	fr		quelque part
ie	ie.0	de		irgendwo
ien	ie.0n	de		irgendwohin
iel	iel.0	fr	d'une manière ou d'une autre	manière
iel	iel.0	fr	d'une certaine manière	manière
iel	iel.0	en		somehow
iel	iel.0	en		in any way
iel	iel.0	en		in some way
iel	iel.0	de		irgendwie
iele	iel.0e	fr	d'une manière ou d'une autre	manière
iele	iel.0e	fr	d'une certaine manière	manière
iele	iel.0e	en		somehow
iele	iel.0e	en		in any way
iele	iel.0e	en		in some way
ies	ies.0	fr	de quelqu'un	quelqu'un
ies	ies.0	en		someone's
ies	ies.0	de		irgendjemandes
ies	ies.0	de		jemandes
iFono	ifon.0o	fr		iPhone
iFono	ifon.0o	en		iPhone
iFono	ifon.0o	de		iPhone
iFono	ifon.0o.SNC	fr		iPhone
iFono	ifon.0o.SNC	en		iPhone
iFono	ifon.0o.SNC	de		iPhone
-ig	ig.0	NULL	NULL	NULL
-ig	ig.0.kun_adjektivigo	NULL	NULL	NULL
-ig	ig.0.kun_adjektivo	NULL	NULL	NULL
-ig	ig.0.kun_adverbigo	NULL	NULL	NULL
-ig	ig.0.kun_nombro	NULL	NULL	NULL
-ig	ig.0.kun_ntr	NULL	NULL	NULL
-ig	ig.0.kun_substantivo	NULL	NULL	NULL
-ig	ig.0.kun_tr	NULL	NULL	NULL
-ig	ig.0.kunderivado	NULL	NULL	NULL
-ig	ig.0.substantivigo	NULL	NULL	NULL
ige	ig.0e	NULL	NULL	NULL
igi	ig.0i	fr	rendre (tel ou tel)	rendre
igi	ig.0i	fr	faire (+ infinitif)	faire
igi	ig.0i	en		cause to become
igi	ig.0i	de		veranlassen
igi	ig.0i	de		machen
igluo	igl.0o	de		Iglu
iglo	igl.0o	de		Iglu
igluo	igl.0o	fr		iglou
iglo	igl.0o	fr		iglou
igluo	igl.0o	en		Igloo
iglo	igl.0o	en		Igloo
igluo	igl.0o.ARKI	fr		iglou
iglo	igl.0o.ARKI	fr		iglou
igluo	igl.0o.ARKI	en		Igloo
iglo	igl.0o.ARKI	en		Igloo
igluo	igl.0o.ARKI	de		Iglu
iglo	igl.0o.ARKI	de		Iglu
Ignaco	ignac.0o	NULL	NULL	NULL
Ignaco	ignac.0o.NOM	fr		Ignace
ignamo	ignam.0o	fr		igname
ignamo	ignam.0o	en		yam
ignamo	ignam.0o	de		Yamswurzel
ignori	ignor.0i	en		ignore
ignori	ignor.0i	de		ignorieren
ignori	ignor.0i	fr	ignorer (intentionnellement)	ignorer
higumenino	igumen.0ino	fr		hygoumène
igumenino	igumen.0ino	fr		hygoumène
higumenino	igumen.0ino	fr		igoumène
igumenino	igumen.0ino	fr		igoumène
higumenino	igumen.0ino	fr		hégoumène
igumenino	igumen.0ino	fr		hégoumène
higumenino	igumen.0ino	fr		higoumène
igumenino	igumen.0ino	fr		higoumène
higumenino	igumen.0ino	en		hegumeness
igumenino	igumen.0ino	en		hegumeness
higumenino	igumen.0ino	en		hegumene
igumenino	igumen.0ino	en		hegumene
higumenino	igumen.0ino	en		hegumenia
igumenino	igumen.0ino	en		hegumenia
higumenino	igumen.0ino	de		Hegumene
igumenino	igumen.0ino	de		Hegumene
higumeno	igumen.0o	fr		igoumène
igumeno	igumen.0o	fr		igoumène
egumeno	igumen.0o	fr		hégoumène
higumeno	igumen.0o	fr		hégoumène
igumeno	igumen.0o	fr		hégoumène
egumeno	igumen.0o	fr		higoumène
higumeno	igumen.0o	fr		higoumène
igumeno	igumen.0o	fr		higoumène
egumeno	igumen.0o	en		igumen
higumeno	igumen.0o	en		igumen
igumeno	igumen.0o	en		igumen
egumeno	igumen.0o	en		hegumen
higumeno	igumen.0o	en		hegumen
igumeno	igumen.0o	en		hegumen
egumeno	igumen.0o	de		Igumen
higumeno	igumen.0o	de		Igumen
igumeno	igumen.0o	de		Igumen
egumeno	igumen.0o	de		Hegumen
higumeno	igumen.0o	de		Hegumen
igumeno	igumen.0o	de		Hegumen
egumeno	igumen.0o	fr		hygoumène
higumeno	igumen.0o	fr		hygoumène
igumeno	igumen.0o	fr		hygoumène
egumeno	igumen.0o	fr		igoumène
igvano	igvan.0o	fr		iguane
igvano	igvan.0o	en		iguana
igvano	igvan.0o	de		Leguan
igvanodonto	igvano.0o	fr		iguanodon
igvanodonto	igvano.0o	de		Iguanodon
igvanodonto	igvano.0o.ZOO	fr		iguanodon
igvanodonto	igvano.0o.ZOO	de		Iguanodon
-iĝ	igx.0	NULL	NULL	NULL
-iĝ	igx.0.kun_adjektivigo	NULL	NULL	NULL
-iĝ	igx.0.kun_adjektivo	NULL	NULL	NULL
-iĝ	igx.0.kun_adv_prep	NULL	NULL	NULL
-iĝ	igx.0.kun_adverbigo	NULL	NULL	NULL
-iĝ	igx.0.kun_ntr	NULL	NULL	NULL
-iĝ	igx.0.kun_substantivigo	NULL	NULL	NULL
-iĝ	igx.0.kun_substantivo	NULL	NULL	NULL
-iĝ	igx.0.kun_tr	NULL	NULL	NULL
-iĝ	igx.0.kunderivado	NULL	NULL	NULL
iĝi	igx.0i	en		become
iĝi	igx.0i	fr		devenir
iĝi	igx.0i	de		werden
iĥtiokolo	ihxtio.0o	de		Fischleim
iĥtiokolo	ihxtio.0o	de		Hausenblase
iĥtiokolo	ihxtio.0o	fr		ichtyocolle
iĥtiokolo	ihxtio.0o	en		isinglass
iĥtiosaŭro	ihxtio1.0o	fr		ichtyosaure
iĥtiosaŭro	ihxtio1.0o	de		Fischsaurier
iĥtiosaŭro	ihxtio1.0o	de		Ichthyosaurus
iĥtiosaŭro	ihxtio1.0o.ZOO	fr		ichtyosaure
iĥtiosaŭro	ihxtio1.0o.ZOO	de		Fischsaurier
iĥtiosaŭro	ihxtio1.0o.ZOO	de		Ichthyosaurus
-ik	ik.0	NULL	NULL	NULL
-ik	ik.0.KEM	en	-ic (Roman numeral II)	-ic
-ik	ik.0.KOMUNE	fr		-ique
ikebano	ikeban.0o	fr		ikebana
ikebano	ikeban.0o	en		ikebana
ikebano	ikeban.0o	de		Ikebana
ikebano	ikeban.0o.BELA	fr		ikebana
ikebano	ikeban.0o.BELA	en		ikebana
ikebano	ikeban.0o.BELA	de		Ikebana
ikebano	ikeban.0o.BELA	de		Floristik
ikebano	ikeban.0o.ikebanajxo	fr		ikebana
ikebano	ikeban.0o.ikebanajxo	en		ikebana
ikebano	ikeban.0o.ikebanajxo	de		Ikebana
ikebano	ikeban.0o.ikebanajxo	de		Gesteck
ikonismo	ikon.0ismo	fr		iconolâtrie
ikonismo	ikon.0ismo	en		iconolatry
ikonismo	ikon.0ismo	de		Ikonismus
ikonisto	ikon.0isto	en		iconolater
ikonisto	ikon.0isto	fr	iconolâtre (subst.)	iconolâtre
ikono	ikon.0o	fr	icône (rel.)	icône
ikono	ikon.0o	de		Ikone
ikono	ikon.0o	en		ikon
ikono	ikon.0o	en		icon
ikono	ikon.0o.KRI	fr	icône (rel.)	icône
ikono	ikon.0o.KRI	de		Ikone
ikono	ikon.0o.KRI	en		ikon
ikono	ikon.0o.KRI	en		icon
ikono	ikon.0o.adorato	fr	icône (rel.)	icône
ikono	ikon.0o.adorato	de		Ikone
ikono	ikon.0o.adorato	en		ikon
ikono	ikon.0o.adorato	en		icon
ikonrompismo	ikon.0rompismo	fr		iconoclasme
ikonrompismo	ikon.0rompismo	en		iconoclasm
ikonrompismo	ikon.0rompismo	de		Bilderstürmerei
ikonrompisto	ikon.0rompisto	fr	iconoclaste (subst.)	iconoclaste
ikonrompisto	ikon.0rompisto	en		iconoclast
ikonrompisto	ikon.0rompisto	de		Bilderstürmer
ikonostazo	ikonostaz.0o	fr		iconostase
ikonostazo	ikonostaz.0o	en		iconostasis
ikonostazo	ikonostaz.0o.KRI	fr		iconostase
ikonostazo	ikonostaz.0o.KRI	en		iconostasis
ikso	iks.0o	NULL	NULL	NULL
ikso	iks.0o.TIP	fr	X (iks)	X
ikso	iks.0o.TIP	fr	x (lettre)	x
ikso	iks.0o.TIP	en		ex
ikso	iks.0o.TIP	en		x
ikso	iks.0o.TIP	de		X
ikso	iks.0o.TIP	fr	x (axe des abcisses)	x
ikso	iks.0o.TIP	fr	10 (chiffre romain)	10
ikso	iks.0o.TIP	fr	X (forme de)	X
iksodo	iksod.0o	fr		tique
iksodo	iksod.0o	en		tick
iksodo	iksod.0o	de		Zecke
iksodo	iksod.0o.ZOO	fr		tique
iksodo	iksod.0o.ZOO	en		tick
iksodo	iksod.0o.ZOO	de		Zecke
ikto	ikt.0o	NULL	NULL	NULL
ikto	ikt.0o.MED	fr		ictus
