# mrk;kap;num;dos
modern.0ismo;modernismo;;NULL
modern.0ismo.KOMUNE;modernismo;;NULL
modern.0isto;modernisto;;NULL
modern.0isto.KOMUNE;modernisto;;NULL
modern.mal0a;malmoderna;;NULL
modern.mal0a.KOMUNE;malmoderna;;NULL
modif.0o;modifo;;NULL
modif.0o.KOMUNE;modifo;;NULL
modul.0o;modulo;;NULL
modul.0o.bloko;modulo;2;NULL
modul.0o.komplekso;modulo;4;NULL
modul.0o.kongruo;modulo;1;NULL
modul.0o.strukt;modulo;3;NULL
modul.sub0o;submodulo;;NULL
modul.sub0o.strukt;submodulo;;NULL
modul1.0ado;modulado;;NULL
modul1.0ado;modulacio;;NULL
modul1.0i;moduli;;NULL
modul1.0i;modulacii;;NULL
modul1.0i.MUZ;moduli;1;NULL
modul1.0i.MUZ;modulacii;1;NULL
modul1.0i.TEL;moduli;3;NULL
modul1.0i.TEL;modulacii;3;NULL
modul1.0i.vocx;moduli;2;NULL
modul1.0i.vocx;modulacii;2;NULL
modus.0o;moduso;;NULL
modus.0o.FIL;moduso;1;NULL
modus.0o.GRA;moduso;2;NULL
modus.0o.TEK;moduso;3;NULL
mogadisx.0o;Mogadiŝo;;NULL
mogol.0o;grandmogolo;;NULL
mogol.0o;mogolo;;NULL
mogol.0o.regnestro;grandmogolo;;NULL
mogol.0o.regnestro;mogolo;;NULL
mohajr.0o;mohajro;;NULL
mohajr.0o.TEKS;mohajro;;NULL
mojos.0e;mojose;;NULL
mojos.0ejo;mojosejo;;NULL
mojos.0i;mojosi;;NULL
mojos.0ulo;mojosulo;;NULL
mok.0a;moka;;NULL
mok.0a.PSI;moka;;NULL
mok.0anto;mokanto;;NULL
mok.0anto.PSI;mokanto;;NULL
mok.0atajxo;mokataĵo;;NULL
mok.0atajxo.PSI;mokataĵo;;NULL
mok.0ema;mokema;;NULL
mok.0ema.PSI;mokema;;NULL
mok.0emo;mokemo;;NULL
mok.0emo.PSI;mokemo;;NULL
mok.0eti;moketi;;NULL
mok.0eti.PSI;moketi;;NULL
mok.0inda;mokinda;;NULL
mok.0inda.PSI;mokinda;;NULL
mok.0o;moko;;NULL
mok.0o.PSI;moko;;NULL
mol.0acxa;molaĉa;;NULL
mol.0acxa.KOMUNE;molaĉa;;NULL
mol.0ajxo;molaĵo;;uv_A
mol.0ajxo;molaĵo;;uv_A
mol.0ajxo;molaĵo;;ekz_25
mol.0ajxo;molaĵo;;ekz_25
mol.0ajxo.KOMUNE;molaĵo;;uv_A
mol.0ajxo.KOMUNE;molaĵo;;uv_A
mol.0ajxo.KOMUNE;molaĵo;;ekz_25
mol.0ajxo.KOMUNE;molaĵo;;ekz_25
mol.0igi;moligi;;NULL
mol.0igi.FON;moligi;3;NULL
mol.0igi.KOMUNE;moligi;1;NULL
mol.0igi.mildigi;moligi;2;NULL
mol.0igxi;moliĝi;;NULL
mol.0igxi.FIG;moliĝi;2;NULL
mol.0igxi.KOMUNE;moliĝi;1;NULL
mol.0o;molo;;NULL
mol.0o;moleco;;NULL
mol.0o.FIG;molo;2;NULL
mol.0o.FIG;moleco;2;NULL
mol.0o.fizika;molo;1;NULL
mol.0o.fizika;moleco;1;NULL
mol.sxvel0a;ŝvelmola;;NULL
mol.sxvel0a.KOMUNE;ŝvelmola;;NULL
molas.0o;molaso;;NULL
molas.0o.MIN;molaso;;NULL
moldavi.M0o;Moldavio;;NULL
moldavi.M0o.GEOG;Moldavio;;NULL
molohx.0o;Moloĥo;;NULL
molohx.0o.BIB;Moloĥo;1;NULL
molohx.0o.FIG;Moloĥo;2;NULL
moluk.0oj;Molukoj;;NULL
moluk.0oj.insularo;Molukoj;;NULL
momant.noa0o;n-a momanto;;NULL
mombas.0o;Mombaso;;NULL
moment.0e;momente;;NULL
moment.0e.nun;momente;2;NULL
moment.cxi_0e;ĉi-momente;;NULL
moment.cxi_0e;ĉimomente;;NULL
moment.cxiu0e;ĉiumomente;;NULL
moment.cxiu0e.dauxre;ĉiumomente;1;NULL
moment.cxiu0e.ripete;ĉiumomente;2;NULL
moment.de_0o_al_0o;de momento al momento;;NULL
moment.gxusta0e;ĝustamomente;;NULL
moment.gxusta0e;en la ĝusta momento;;NULL
moment.gxusta0e.KOMUNE;ĝustamomente;;NULL
moment.gxusta0e.KOMUNE;en la ĝusta momento;;NULL
moment.iu0e;iumomente;;NULL
moment.iu0e;certamomente;;NULL
moment.last0e;lastmomente;;NULL
moment.sam0e;sammomente;;NULL
mon.0avidulo;monavidulo;;NULL
mon.0avidulo.KOMUNE;monavidulo;;NULL
mon.0ereto;monereto;;NULL
mon.0ereto.EKON;monereto;;NULL
mon.bit0o;bitmono;;NULL
mon.bit0o.MON;bitmono;;NULL
mon.stud0o;studmono;;NULL
mon.stud0o.PED;studmono;;NULL
mon.sxpar0o;ŝparmono;;NULL
monal.0o;monalo;;NULL
monal.0o.ZOO;monalo;;NULL
mond.0oparto;mondoparto;;NULL
mond.0oparto.iu_parto;mondoparto;1;NULL
mond.0umano;mondumano;;NULL
mond.cxirkaux0o;ĉirkaŭmondo;;NULL
mond.cxirkaux0o.KOMUNE;ĉirkaŭmondo;;NULL
mond.duon0umo;duonmondumo;;NULL
mond.duon0umo.POL;duonmondumo;;NULL
mond.ekstera0o;ekstera mondo;;NULL
mond.ekstera0o.ESP;ekstera mondo;;NULL
mond.tut0a;tutmonda;;NULL
mond.tut0a.KOMUNE;tutmonda;;NULL
mond.tut0igo;tutmondigo;;NULL
mond.tut0igo.POL;tutmondigo;;NULL
monito.0i;monitori;;NULL
monito.0i.kontroli;monitori;;NULL
monito.0o;monitoro;;NULL
monito.0o.KOMP;monitoro;2;NULL
monoid.0o;monoido;;NULL
monoid.0o;monojdo;;NULL
monoik.0a;monoika;;NULL
monokultur.0o;monokulturo;;NULL
monokultur.0o.AGR;monokulturo;;NULL
monolo.0i;monologi;;NULL
monolo.0i.KOMUNE;monologi;;NULL
monolo.interna0o;interna monologo;;NULL
monolo.interna0o.BELE;interna monologo;;NULL
mononukleoz.0o;mononukleozo;;NULL
mononukleoz.0o.MED;mononukleozo;;NULL
monopo.0akapitalo;monopola kapitalo;;NULL
monopo.0profitoj;monopolprofitoj;;NULL
monopo.absoluta0o;absoluta monopolo;;NULL
monopo.absoluta0o.EKON;absoluta monopolo;;NULL
monopo.duflanka0o;duflanka monopolo;;NULL
monopo.duflanka0o.EKON;duflanka monopolo;;NULL
monopo.eksport0o;eksportmonopolo;;NULL
monopo.eksport0o.EKON;eksportmonopolo;;NULL
monopo.import0o;importmonopolo;;NULL
monopo.import0o.EKON;importmonopolo;;NULL
monopo.sxtata0o;ŝtata monopolo;;NULL
monopo.sxtata0o.EKON;ŝtata monopolo;;NULL
monoto.0a;monotona;;oa_6
monoto.0a.MAT;monotona;2;oa_6
monotrem.0oj;monotremoj;;NULL
monotrem.0oj.ZOO;monotremoj;;NULL
monrovi.0o;Monrovio;;NULL
mont.0eto;monteto;;NULL
mont.0eto.GEOG;monteto;;NULL
mont.0igxi;montiĝi;;NULL
mont.Tablo0o;Tablomonto;;NULL
mont.Tablo0o.AST;Tablomonto;;NULL
mont.antaux0o;antaŭmonto;;NULL
mont.antaux0o.GEOG;antaŭmonto;;NULL
mont.tablo0o;tablomonto;;NULL
mont.tablo0o.GEOG;tablomonto;;NULL
mont.tomb0eto;tombmonteto;;NULL
mont.tomb0eto.ARKE;tombmonteto;;NULL
montan.0o;Montano;;NULL
montan.0o.GEOG;Montano;;NULL
montekarl.0o;Montekarlo;;NULL
monteneg.M0o;Montenegro;;NULL
montevide.0o;Montevideo;;NULL
montpelier.0o;Montpeliero;;NULL
montr.0i;montri;;ekz_18
montr.0igxi;montriĝi;;NULL
montr.fingro0i;fingromontri;;NULL
montr.fingro0i.MIEN;fingromontri;;NULL
montr.vent0ilo;ventmontrilo;;NULL
montr.vent0ilo;ventomontrilo;;NULL
montr.vent0ilo.MET;ventmontrilo;;NULL
montr.vent0ilo.MET;ventomontrilo;;NULL
montreal.0o;Montrealo;;NULL
moped.0o;mopedo;;NULL
mor.bon0a;bonmora;;NULL
mor.bon0a.MOR;bonmora;;NULL
mor.bon0oj;bonmoroj;;NULL
mor.bon0oj.MOR;bonmoroj;;NULL
mor.facil0a;facilmora;;NULL
mor.facil0a.MOR;facilmora;;NULL
mor.facil0eco;facilmoreco;;NULL
mor.facil0eco.MOR;facilmoreco;;NULL
mor.sever0a;severmora;;NULL
mor.sever0a.MOR;severmora;;NULL
mor.sever0eco;severmoreco;;NULL
mor.sever0eco.MOR;severmoreco;;NULL
mora.0o;morao;;NULL
mora.0o.FON;morao;;NULL
moral.0ajxo;moralaĵo;;NULL
moral.0ajxo.KOMUNE;moralaĵo;1;NULL
moral.0eco;moraleco;;NULL
moral.0eco.FIL;moraleco;;NULL
moral.0isto;moralisto;;NULL
moral.0isto.KOMUNE;moralisto;;NULL
moral.mal0a;malmorala;;NULL
moral.mal0a.FIL;malmorala;;NULL
moral.mal0ajxo;malmoralaĵo;;NULL
moral.mal0ajxo.KOMUNE;malmoralaĵo;;NULL
moral.mal0eco;malmoraleco;;NULL
moral.mal0eco.FIL;malmoraleco;;NULL
moral.profesia0o;profesia moralo;;NULL
moral.profesia0o.FIL;profesia moralo;;NULL
moratori.0o;moratorio;;NULL
moratori.0o.EKON;moratorio;1;NULL
moratori.0o.POL;moratorio;2;NULL
moravi.0o;Moravio;;NULL
morb.0o;morbo;;NULL
morbil.0a;morbila;;NULL
mord.0eti;mordeti;;uv_M
mord.0eti.konsumi;mordeti;3;uv_M
mord.0umi;mordumi;;NULL
mord.0umi.TEK;mordumi;;NULL
mord.cxirkaux0i;ĉirkaŭmordi;;NULL
mord.de0i;demordi;;NULL
mord.el0i;elmordi;;NULL
mordent.0o;mordento;;NULL
mordent.0o.MUZ;mordento;;NULL
moren.0o;moreno;;NULL
moren.0o.GEOL;moreno;;NULL
moresnet.0o;Moresneto;;NULL
morfol.0a;morfologia;;NULL
morfol.0a.GRA;morfologia;;NULL
morfosintaks.0o;morfosintakso;;NULL
morfosintaks.0o.GRA;morfosintakso;;NULL
morgau.0a;morgaŭa;;NULL
morgau.0a.KOMUNE;morgaŭa;;NULL
morgau.0o;morgaŭo;;NULL
morgau.0o.KOMUNE;morgaŭo;;NULL
mormon.0ismo;mormonismo;;NULL
mormon.0ismo.KRI;mormonismo;;NULL
mormon.0o;mormono;;NULL
mormon.0o.KRI;mormono;;NULL
morone.0oj;moronedoj;;NULL
morone.0oj.ZOO;moronedoj;;NULL
mors.0o;Morso;;NULL
mors.m0a;morsa;;NULL
mors.m0i;morsi;;NULL
mort.0a;morta;;NULL
mort.0a.zamenhofe;morta;1;NULL
mort.0acxi;mortaĉi;;NULL
mort.0acxi.KOMUNE;mortaĉi;;NULL
mort.0igilo;mortigilo;;NULL
mort.0igilo.ARM;mortigilo;;NULL
mort.0igo;mortigo;;NULL
mort.0igo.KOMUNE;mortigo;;NULL
mort.0into;mortinto;;NULL
mort.0into.KOMUNE;mortinto;;NULL
mort.for0igi;formortigi;;NULL
mort.for0igi.KOMUNE;formortigi;;NULL
mort.gxis0a;ĝismorta;;NULL
mort.gxis0a.KOMUNE;ĝismorta;;NULL
mort.hom0igo;hommortigo;;NULL
mort.hom0igo.ago;hommortigo;;NULL
mort.malsat0igi;malsatmortigi;;NULL
mort.malsat0igi.KOMUNE;malsatmortigi;;NULL
mort.mem0igi;memmortigi;;NULL
mort.mem0igi.KOMUNE;memmortigi;;NULL
mort.sen0ulo;senmortulo;;NULL
mort.sen0ulo.KOMUNE;senmortulo;;NULL
mort.trans0a;transmorta;;NULL
mort.trans0a.KOMUNE;transmorta;;NULL
mose.0o;Moseo;;NULL
mose.0o.prahebreo;Moseo;;NULL
mosk.0ulo;moskulo;;NULL
mosk.0ulo.ZOO;moskulo;;NULL
moskv.0ano;moskvano;;NULL
moskv.0ulo;moskvulo;;NULL
moskv.0ulo.partiano;moskvulo;3;NULL
moskv.0ulo.ruso;moskvulo;1;NULL
moskv.0ulo.soldato;moskvulo;2;NULL
moslem.0a;moslema;;NULL
moslem.0a.islama;moslema;;NULL
moslem.0o;moslemo;;NULL
moslem.0o.islamano;moslemo;;NULL
mosul.0o;Mosulo;;NULL
mosul.0o.urbo;Mosulo;;NULL
mosxt.0a;moŝta;;NULL
mosxt.0o;moŝto;;ekz_42
mosxt.0ulo;moŝtulo;;NULL
mosxt.grafa0o;grafa moŝto;;NULL
mosxt.imperiestra0o;imperiestra moŝto;;NULL
mosxt.kardinala0o;kardinala moŝto;;NULL
mosxt.pastra0o;pastra moŝto;;NULL
mosxt.regxa0o;reĝa moŝto;;NULL
mote.0o;moteo;;NULL
mote.0o.ZOO;moteo;;NULL
motiv.0i;motivi;;NULL
motiv.0i.iu;motivi;2;NULL
motiv.cxef0o;ĉefmotivo;;NULL
motiv.cxef0o.FIG;ĉefmotivo;2;NULL
motiv.cxef0o.MUZ;ĉefmotivo;1;NULL
motoci.0o;motociklo;;NULL
motoci.0o;motorciklo;;NULL
motoci.0o.TRA;motociklo;;NULL
motoci.0o.TRA;motorciklo;;NULL
motor.0isto;motoristo;;NULL
mov.0adumi;movadumi;;NULL
mov.0adumi.ESP;movadumi;;NULL
mov.0ebla;movebla;;NULL
mov.0ebla.KOMUNE;movebla;;NULL
mov.0eti;moveti;;NULL
mov.0eti.KOMUNE;moveti;;NULL
mov.0etigxi;movetiĝi;;NULL
mov.0etigxi;moviĝeti;;NULL
mov.0etigxi.KOMUNE;movetiĝi;;NULL
mov.0etigxi.KOMUNE;moviĝeti;;NULL
mov.0igxemo;moviĝemo;;NULL
mov.0igxemo.KOMUNE;moviĝemo;;NULL
mov.0ilo;movilo;;NULL
mov.0ilo.KOMUNE;movilo;;NULL
mov.al0i;almovi;;NULL
mov.al0i.KOMUNE;almovi;;NULL
mov.el0igxi;elmoviĝi;;NULL
mov.el0igxi.KOMUNE;elmoviĝi;;NULL
mov.facil0a;facilmova;;NULL
mov.facil0a.KOMUNE;facilmova;;NULL
mov.facil0eco;facilmoveco;;NULL
mov.facil0eco.KOMUNE;facilmoveco;;NULL
mov.multe0a;multemova;;NULL
mov.multe0a.KOMUNE;multemova;;NULL
mov.ne0eblajxo;nemoveblaĵo;;NULL
mov.ne0eblajxo.JUR;nemoveblaĵo;;NULL
mov.ne0igxemo;nemoviĝemo;;NULL
mov.ne0igxemo;malmoviĝemo;;NULL
mov.ne0igxemo.KOMUNE;nemoviĝemo;;NULL
mov.ne0igxemo.KOMUNE;malmoviĝemo;;NULL
mov.propra0e;propramove;;NULL
mov.propra0e.KOMUNE;propramove;;NULL
mov.rapid0a;rapidmova;;NULL
mov.rapid0a.KOMUNE;rapidmova;;NULL
moviment.0o;movimento;;NULL
moviment.0o.MUZ;movimento;;NULL
mozart.0o;Mozarto;;NULL
mozart.0o;Mocarto;;NULL
mozel.M0o;Mozelo;;NULL
mu.0;mu;;NULL
mu.0;muu;;NULL
mu.0.SON;mu;;NULL
mu.0.SON;muu;;NULL
mu1.0o;muo;;NULL
mu1.0o.LIN;muo;2;NULL
mu1.0o.MEZ;muo;1;NULL
mucid.0a;mucida;;NULL
muel.0i;mueli;;NULL
muel.0isto;muelisto;;NULL
muel.0isto.AGR;muelisto;;NULL
muel.akvo0ilo;akvomuelilo;;NULL
muel.akvo0ilo;akva muelejo;;NULL
muel.akvo0ilo.AGR;akvomuelilo;;NULL
muel.akvo0ilo.AGR;akva muelejo;;NULL
muel.kaf0ilo;kafmuelilo;;NULL
muel.kaf0ilo.KOMUNE;kafmuelilo;;NULL
muel.vent0ilo;ventmuelilo;;NULL
muel.vent0ilo.AGR;ventmuelilo;;NULL
muel.vort0i;vortmueli;;NULL
muel.vort0i.FIG;vortmueli;;NULL
muezin.0o;muezino;;NULL
muezin.0o.ISL;muezino;;NULL
muf.0o;mufo;;NULL
muflon.0o;muflono;;NULL
mugx.0i;muĝi;;akkor_pl
mujxik.0o;muĵiko;;NULL
mujxik.0o.HIS;muĵiko;;NULL
muk.0a;muka;;NULL
muk.0a.FIZL;muka;;NULL
muk.naz0ulo;nazmukulo;;NULL
muk.naz0ulo.infano;nazmukulo;;NULL
mul.0o;mulo;;NULL
mula.0o;mulao;;NULL
mula.0o.ISL;mulao;;NULL
mulcx.0i;mulĉi;;NULL
mulcx.0i.HOR;mulĉi;;NULL
mulcx.0o;mulĉo;;NULL
mulcx.0o.HOR;mulĉo;;NULL
muld.0ado;muldado;;NULL
muld.0isto;muldisto;;NULL
muld.0o;muldo;;NULL
mult.0a;multa;;NULL
mult.0ego;multego;;NULL
mult.0ego.KOMUNE;multego;;NULL
mult.0i;multi;;NULL
mult.0i.KOMUNE;multi;;NULL
mult.0igxi;multiĝi;;NULL
mult.0igxi.KOMUNE;multiĝi;;NULL
mult.0opa;multopa;;NULL
mult.0opa.KOMUNE;multopa;;NULL
mult.mal0igxi;malmultiĝi;;NULL
mult.mal0igxi.KOMUNE;malmultiĝi;;NULL
mult.nemal0a;nemalmulta;;NULL
mult.nemal0a.KOMUNE;nemalmulta;;NULL
multan.0o;Multano;;NULL
multip.matrica0o;matrica multipliko;;NULL
multip.matrica0o.MAT;matrica multipliko;;NULL
multip.polinoma0o;polinoma multipliko;;NULL
multip.polinoma0o.operacio;polinoma multipliko;;NULL
mumbaj.0o;Mumbajo;;NULL
mumbaj.0o;Bombajo;;NULL
mumps.0o;mumpso;;NULL
mumps.0o.MED;mumpso;;NULL
mung.0i;mungi;;NULL
mung.0i.KOS;mungi;;NULL
munici.0ejo;municiejo;;NULL
munici.0ejo;municideponejo;;NULL
munt.0ajxo;muntaĵo;;NULL
munt.0ajxo.BELA;muntaĵo;;NULL
munt.0i;munti;;oa_4
munt.0i;munti;;oa_4
munt.0i.FOT;munti;3;oa_4
munt.0i.FOT;munti;3;oa_4
munt.0i.en;munti;2;oa_4
munt.0i.en;munti;2;oa_4
munt.0isto;muntisto;;NULL
munt.0isto.TEK;muntisto;;NULL
mur.0eto;mureto;;uv_E
mur.0eto;mureto;;uv_E
mur.0eto;mureto;;uv_E
mur.0eto;mureto;;uv_E
mur.0eto;mureto;;ekz_26
mur.0eto;mureto;;ekz_26
mur.0eto;mureto;;ekz_26
mur.0eto;mureto;;ekz_26
mur.0eto.vando;mureto;1;uv_E
mur.0eto.vando;mureto;1;uv_E
mur.0eto.vando;mureto;1;uv_E
mur.0eto.vando;mureto;1;uv_E
mur.0eto.vando;mureto;1;ekz_26
mur.0eto.vando;mureto;1;ekz_26
mur.0eto.vando;mureto;1;ekz_26
mur.0eto.vando;mureto;1;ekz_26
murd.edz0into;edzomurdinto;;NULL
murd.edz0o;edzomurdo;;NULL
murd.edzin0into;edzinmurdinto;;NULL
murd.edzin0o;edzinmurdo;;NULL
murd.seri0isto;serimurdisto;;NULL
murd.seri0isto;seria murdisto;;NULL
murd.seri0isto.JUR;serimurdisto;;NULL
murd.seri0isto.JUR;seria murdisto;;NULL
murmur.0egi;murmuregi;;NULL
murmur.0egi.SON;murmuregi;;NULL
murmur.0ego;murmurego;;NULL
murmur.0ego.SON;murmurego;;NULL
murmur.0eti;murmureti;;NULL
murmur.0eti.SON;murmureti;;NULL
murmur.0eto;murmureto;;NULL
murmur.0eto.SON;murmureto;;NULL
murmur.0o;murmuro;;NULL
murmur.0o.SON;murmuro;;NULL
murmur.sen0e;senmurmure;;NULL
murmur.sen0e.KOMUNE;senmurmure;;NULL
mus.kampo0o;kampomuso;;NULL
mus.kampo0o;kampmuso;;NULL
mus.kampo0o.ZOO;kampomuso;2;NULL
mus.kampo0o.ZOO;kampmuso;2;NULL
mus.micxj0o;Miĉjo Muso;;NULL
mus.micxj0o.KIN;Miĉjo Muso;;NULL
musk.0o;musko;;NULL
musk.0o.KOMUNE;musko;;NULL
musk.hepato0oj;hepatomuskoj;;NULL
musk.hepato0oj.BOT;hepatomuskoj;;NULL
musk.korno0oj;kornomuskoj;;NULL
musk.korno0oj.BOT;kornomuskoj;;NULL
muson.somera0o;somera musono;;NULL
muson.somera0o.MET;somera musono;;NULL
muson.vintra0o;vintra musono;;NULL
muson.vintra0o.MET;vintra musono;;NULL
musx.0o;muŝo;;NULL
musx.M0o;Muŝo;;NULL
musx.M0o.AST;Muŝo;;NULL
musx.banan0o;bananmuŝo;;NULL
musx.banan0o;vinagromuŝo;;NULL
musx.banan0o.ZOO;bananmuŝo;;NULL
musx.banan0o.ZOO;vinagromuŝo;;NULL
mut.0ulo;mutulo;;NULL
mut.0ulo.MED;mutulo;;NULL
mut.surdo0ulo;surdomutulo;;NULL
mut.surdo0ulo;surdmutulo;;NULL
mut.surdo0ulo.MED;surdomutulo;;NULL
mut.surdo0ulo.MED;surdmutulo;;NULL
muzaik.0o;Muzaiko;;NULL
muzaik.0o.RAD;Muzaiko;;NULL
muzel.0ingo;muzelingo;;NULL
muzel.0ingo.busxumo;muzelingo;;NULL
muzeolog.0o;muzeologo;;NULL
muzeolog.0o.MUZE;muzeologo;;NULL
muzeologi.0o;muzeologio;;NULL
muzeologi.0o.MUZE;muzeologio;;NULL
muzik.0ajxisto;muzikaĵisto;;NULL
muzik.0ajxisto.kortegano;muzikaĵisto;;NULL
n.0;-n;;gra_fr
n.0;-n;;gra_en
n.0;-n;;gra_de
n.0;-n;;gra_ru
n.0;-n;;gra_pl
n.0;-n;;ekz_6
n.0;-n;;ekz_13
n.0;-n;;uv_N
n.0.direkto;-n;2;gra_fr
n.0.direkto;-n;2;gra_en
n.0.direkto;-n;2;gra_de
n.0.direkto;-n;2;gra_ru
n.0.direkto;-n;2;gra_pl
n.0.direkto;-n;2;ekz_6
n.0.direkto;-n;2;ekz_13
n.0.direkto;-n;2;uv_N
n.0.je;-n;5;gra_fr
n.0.je;-n;5;gra_en
n.0.je;-n;5;gra_de
n.0.je;-n;5;gra_ru
n.0.je;-n;5;gra_pl
n.0.je;-n;5;ekz_6
n.0.je;-n;5;ekz_13
n.0.je;-n;5;uv_N
n.0.komplemento;-n;1;gra_fr
n.0.komplemento;-n;1;gra_en
n.0.komplemento;-n;1;gra_de
n.0.komplemento;-n;1;gra_ru
n.0.komplemento;-n;1;gra_pl
n.0.komplemento;-n;1;ekz_6
n.0.komplemento;-n;1;ekz_13
n.0.komplemento;-n;1;uv_N
n.0.kun;-n;6;gra_fr
n.0.kun;-n;6;gra_en
n.0.kun;-n;6;gra_de
n.0.kun;-n;6;gra_ru
n.0.kun;-n;6;gra_pl
n.0.kun;-n;6;ekz_6
n.0.kun;-n;6;ekz_13
n.0.kun;-n;6;uv_N
n.0.mezuro;-n;4;gra_fr
n.0.mezuro;-n;4;gra_en
n.0.mezuro;-n;4;gra_de
n.0.mezuro;-n;4;gra_ru
n.0.mezuro;-n;4;gra_pl
n.0.mezuro;-n;4;ekz_6
n.0.mezuro;-n;4;ekz_13
n.0.mezuro;-n;4;uv_N
n.0.tempo;-n;3;gra_fr
n.0.tempo;-n;3;gra_en
n.0.tempo;-n;3;gra_de
n.0.tempo;-n;3;gra_ru
n.0.tempo;-n;3;gra_pl
n.0.tempo;-n;3;ekz_6
n.0.tempo;-n;3;ekz_13
n.0.tempo;-n;3;uv_N
n1.0;no;;NULL
n1.0.konsonanto;no;;NULL
na.0ismo;naismo;;NULL
na.0ismo.ESP;naismo;;NULL
nabab.0o;nababo;;NULL
nabab.0o.FIG;nababo;2;NULL
nabab.0o.POL;nababo;1;NULL
nabl.0o;nablo;;NULL
nabl.0o.MAT;nablo;1;NULL
nabl.0o.MUZ;nablo;2;NULL
naci.0ano;naciano;;NULL
naci.0ano.BIB;naciano;3;NULL
naci.0ano.etnano;naciano;1;NULL
naci.0ano.sxtatano;naciano;2;NULL
naci.0eco;nacieco;;NULL
naci.0eco.etno;nacieco;2;NULL
naci.ali0ano;alinaciano;;NULL
naci.inter0ismo;internaciismo;;NULL
naci.inter0ismo.LIN;internaciismo;3;NULL
naci.inter0ismo.POL;internaciismo;1;NULL
naci.sam0ano;samnaciano;;NULL
naci.sam0ano.KOMUNE;samnaciano;;NULL
nadir.0o;nadiro;;NULL
nadir.0o.FIG;nadiro;2;NULL
naga.0lando;Nagalando;;NULL
naga.0lando.GEOG;Nagalando;;NULL
naga.0o;nagao;;NULL
naga.0o.ETN;nagao;;NULL
nagasak.0o;Nagasako;;NULL
nagoj.0o;Nagojo;;NULL
nagx.0ejo;naĝejo;;NULL
nagx.0ejo.SPO;naĝejo;;NULL
nagx.0i;naĝi;;ekz_35
nagx.0ilo;naĝilo;;NULL
nagx.0ilo.SPO;naĝilo;2;NULL
nagx.cxirkaux0i;ĉirkaŭnaĝi;;NULL
nagx.cxirkaux0i.KOMUNE;ĉirkaŭnaĝi;;NULL
nagx.sub0i;subnaĝi;;NULL
nagx.sub0i.subsurface;subnaĝi;2;NULL
naiv.0e;naive;;NULL
naiv.0e.PSI;naive;;NULL
naiv.0eco;naiveco;;NULL
naiv.0i;naivi;;NULL
naiv.0i.PSI;naivi;;NULL
naiv.0ulo;naivulo;;NULL
naiv.0ulo.PSI;naivulo;;NULL
nan.0a;nana;;oa_9
nan.0a.MED;nana;;oa_9
nancxan.0o;Nanĉano;;NULL
naning.0o;Naningo;;NULL
nankin.0o;Nankino;;NULL
nant.0o;Nanto;;NULL
nap.0okapa;napokapa;;NULL
napol.0o;Napolo;;NULL
napoleon.0o;Napoleono;;NULL
narcis1.0ismo;narcisismo;;NULL
narcis1.0ismo.PSI;narcisismo;;NULL
narcis1.0o;Narciso;;NULL
narcis1.0o.MIT;Narciso;2;NULL
narcis1.0o.NOM;Narciso;1;NULL
nard.0o;nardo;;NULL
nasaux.0o;Nasaŭo;;NULL
nask.0anto;naskanto;;NULL
nask.0anto.KOMUNE;naskanto;;NULL
nask.0anto.MAT;naskanto;;NULL
nask.0i;naski;;ekz_12
nask.0i.MAT;naski;3;ekz_12
nask.0igxi;naskiĝi;;uv_N
nask.0igxi;naskiĝi;;akkor_de
nask.0igxi;naskiĝi;;akkor_ru
nask.0o;nasko;;NULL
nask.0o.KOMUNE;nasko;;NULL
nask.du0ito;dunaskito;;uv_N
nask.du0ito.GEN;dunaskito;;uv_N
nask.due0ito;duenaskito;;NULL
nask.due0ito;duanaskito;;NULL
nask.due0ito.GEN;duenaskito;;NULL
nask.due0ito.GEN;duanaskito;;NULL
nask.malvive0ita;malvive naskita;;NULL
nask.malvive0ita.FIG;malvive naskita;2;NULL
nask.malvive0ita.MED;malvive naskita;1;NULL
nask.morte0ita;morte naskita;;NULL
nask.morte0ita;mortnaskita;;NULL
nask.morte0ita.EVI;morte naskita;;NULL
nask.morte0ita.EVI;mortnaskita;;NULL
nask.re0igxo;Renaskiĝo;;NULL
natr.0o;natro;;NULL
natur.0ajxo;naturaĵo;;NULL
natur.0ajxo.vivajxo;naturaĵo;1;NULL
natur.0eca;natureca;;NULL
natur.0eco;natureco;;NULL
natur.0eco.KOMUNE;natureco;;NULL
natur.mal0a;malnatura;;NULL
natur.mal0a.karaktero;malnatura;2;NULL
natur.mal0a.mondo;malnatura;1;NULL
natur.mal0eco;malnatureco;;NULL
natur.mal0eco.KOMUNE;malnatureco;;NULL
natur.sam0a;samnatura;;NULL
naur.0o;Nauro;;NULL
nauxz.0a;naŭza;;NULL
nauxz.0a.KOMUNE;naŭza;;NULL
navig.0ilo;navigilo;;NULL
navig.0ilo.RET;navigilo;2;NULL
navig.0ilo.bira;navigilo;1;NULL
navig.0o;navigo;;NULL
navig.0o;navigado;;NULL
naviga.0a;navigacia;;NULL
naviga.0a.bira;navigacia;;NULL
naviga.0ejo;navigaciejo;;NULL
naviga.0i;navigacii;;NULL
naviga.0i.biri;navigacii;1;NULL
naviga.0ilo;navigaciilo;;NULL
naviga.0ilo.birilo;navigaciilo;;NULL
naviga.0isto;navigaciisto;;NULL
