#kap	mrk	lng	trd	ind
hafnio	hafni.0o.KEM	de		Hafnium
hafnio	hafni.0o.KEM	fr		hafnium
Hago	hag.H0o	fr	La Haye	Haye
Hago	hag.H0o	en		The Hague
Hago	hag.H0o	de		Den Haag
Hagado	hagad.0o	fr		Haggada
Hagado	hagad.0o.JUD	fr		Haggada
hagiografio	hagiografi.0o	fr		hagiographie
hagiografio	hagiografi.0o	en		hagiography
hagiografio	hagiografi.0o	de		Hagiographie
haĝo	hagx.0o	fr	hajj (pélerinage)	hajj
haĝo	hagx.0o	en		hajj
haĝo	hagx.0o	de		Haddsch
haĝo	hagx.0o.ISL	fr	hajj (pélerinage)	hajj
haĝo	hagx.0o.ISL	en		hajj
haĝo	hagx.0o.ISL	de		Haddsch
haĝulo	hagx.0ulo	fr	hajj (pèlerin)	hajj
haĝulo	hagx.0ulo	en		hajji
haĝulo	hagx.0ulo	de		Hajji
haĝulo	hagx.0ulo	de		Hadji
haĝulo	hagx.0ulo	de		Hadschi
haĝulo	hagx.0ulo	de		Haddschi
haĝulo	hagx.0ulo.ISL	fr	hajj (pèlerin)	hajj
haĝulo	hagx.0ulo.ISL	en		hajji
haĝulo	hagx.0ulo.ISL	de		Hajji
haĝulo	hagx.0ulo.ISL	de		Hadji
haĝulo	hagx.0ulo.ISL	de		Hadschi
haĝulo	hagx.0ulo.ISL	de		Haddschi
Haitio	haiti.0o	NULL	NULL	NULL
Haitio	haiti.0o.sxtato	fr		Haïti
Haitio	haiti.0o.sxtato	en		Haiti
Haitio	haiti.0o.sxtato	de		Haiti
Hajderabado	hajderabad.0o	fr		Hyderabad
Hajderabado	hajderabad.0o	en		Hyderabad
Hajderabado	hajderabad.0o	de		Hyderabad
Hajderabado	hajderabad.0o.barata	en		Hyderabad
Hajderabado	hajderabad.0o.barata	de		Hyderabad
Hajderabado	hajderabad.0o.barata	fr		Hyderabad
Hajderabado	hajderabad.0o.pakistana	en		Hyderabad
Hajderabado	hajderabad.0o.pakistana	de		Hyderabad
Hajderabado	hajderabad.0o.pakistana	fr		Hyderabad
hajduko	hajduk.0o	fr		haïdouk
hajduko	hajduk.0o.MIL	fr		haïdouk
Hajfongo	hajfong.0o	NULL	NULL	NULL
Hajfongo	hajfong.0o.havenurbo	fr		Haïphong
Hajfongo	hajfong.0o.havenurbo	en		Haiphong
Hajfongo	hajfong.0o.havenurbo	de		Haiphong
hajko	hajk.0o	fr		haïku
hajko	hajk.0o	en		haiku
hajko	hajk.0o	de		Haiku
hajlero	hajl.0ero	fr		grêlon
hajlero	hajl.0ero	en		hailstone
hajlero	hajl.0ero	de		Hagelkorn
hajlneĝo	hajl.0eto0negxo	fr	grésil (météo.)	grésil
hajleto	hajl.0eto0negxo	fr	grésil (météo.)	grésil
hajlneĝo	hajl.0eto0negxo	de		Eiskorn
hajleto	hajl.0eto0negxo	de		Eiskorn
hajli	hajl.0i	de		hageln
hajli	hajl.0i	fr	tomber (dru, comme la grêle)	tomber
hajli	hajl.0i	fr	grêler (impers.)	grêler
hajli	hajl.0i	en		hail
hajlo	hajl.0o	fr	grêle (météo.)	grêle
hajlo	hajl.0o	en		hail
hajlo	hajl.0o	de		Hagel
hakado	hak.0ado	fr		hachement
hakado	hak.0ado	fr		hachage
hakado	hak.0ado	fr	action de hacher	hacher
hakado	hak.0ado	de		Hacken
hakado	hak.0ado.KOMUNE	fr		hachement
hakado	hak.0ado.KOMUNE	fr		hachage
hakado	hak.0ado.KOMUNE	fr	action de hacher	hacher
hakado	hak.0ado.KOMUNE	de		Hacken
haki	hak.0i	fr	couper (à la hache)	couper
haki	hak.0i	en		hack
haki	hak.0i	fr	abattre (un arbre)	abattre
haki	hak.0i	fr	trancher (en frappant avec un instrument tranchant)	trancher
haki	hak.0i	fr	tailler (en frappant avec un instrument tranchant)	tailler
haki	hak.0i	fr	hacher (couper, couper en petits morceaux, interrompre, déchiqueter)	hacher
haki	hak.0i	fr	grêler (dévaster par la grêle)	grêler
haki	hak.0i	fr	découper (en frappant avec un instrument tranchant)	découper
haki	hak.0i.difekti	fr	couper (à la hache)	couper
haki	hak.0i.difekti	fr	abattre (un arbre)	abattre
haki	hak.0i.difekti	en		hack
haki	hak.0i.difekti	fr	trancher (en frappant avec un instrument tranchant)	trancher
haki	hak.0i.difekti	fr	tailler (en frappant avec un instrument tranchant)	tailler
haki	hak.0i.difekti	fr	hacher (couper, couper en petits morceaux, interrompre, déchiqueter)	hacher
haki	hak.0i.difekti	fr	grêler (dévaster par la grêle)	grêler
haki	hak.0i.difekti	fr	découper (en frappant avec un instrument tranchant)	découper
haki	hak.0i.maldelikate	fr	couper (à la hache)	couper
haki	hak.0i.maldelikate	fr	abattre (un arbre)	abattre
haki	hak.0i.maldelikate	en		hack
haki	hak.0i.maldelikate	fr	trancher (en frappant avec un instrument tranchant)	trancher
haki	hak.0i.maldelikate	fr	tailler (en frappant avec un instrument tranchant)	tailler
haki	hak.0i.maldelikate	fr	hacher (couper, couper en petits morceaux, interrompre, déchiqueter)	hacher
haki	hak.0i.maldelikate	fr	grêler (dévaster par la grêle)	grêler
haki	hak.0i.maldelikate	fr	découper (en frappant avec un instrument tranchant)	découper
haki	hak.0i.trancxi	fr	couper (à la hache)	couper
haki	hak.0i.trancxi	fr	abattre (un arbre)	abattre
haki	hak.0i.trancxi	de		hacken
haki	hak.0i.trancxi	en		hack
haki	hak.0i.trancxi	fr	trancher (en frappant avec un instrument tranchant)	trancher
haki	hak.0i.trancxi	fr	tailler (en frappant avec un instrument tranchant)	tailler
haki	hak.0i.trancxi	fr	hacher (couper, couper en petits morceaux, interrompre, déchiqueter)	hacher
haki	hak.0i.trancxi	fr	grêler (dévaster par la grêle)	grêler
haki	hak.0i.trancxi	fr	découper (en frappant avec un instrument tranchant)	découper
hakilo	hak.0ilo	NULL	NULL	NULL
hakilo	hak.0ilo.diversforma	fr		hachoir
hakilo	hak.0ilo.diversforma	fr		couperet
hakilo	hak.0ilo.klingo	fr	merlin (hache)	merlin
hakilo	hak.0ilo.klingo	fr		cognée
hakilo	hak.0ilo.klingo	fr		hache
hakilo	hak.0ilo.klingo	de		Beil
hakilo	hak.0ilo.klingo	de		Axt
hako	hak.0o	fr	coup (de hache)	coup
hako	hak.0o	de	(Axt-)Schlag	Schlag
hako	hak.0o.KOMUNE	fr	coup (de hache)	coup
hako	hak.0o.KOMUNE	de	(Axt-)Schlag	Schlag
batalhakilo	hak.batal0ilo	fr		francisque
batalhakilo	hak.batal0ilo	en		pole-ax(e)
batalhakilo	hak.batal0ilo.ARM	fr		francisque
batalhakilo	hak.batal0ilo.ARM	en		pole-ax(e)
brikhakilo	hak.brik0ilo	fr		ciseau de maçon
brikhakilo	hak.brik0ilo.KOMUNE	fr		ciseau de maçon
ĉirkaŭhaki	hak.cxirkaux0i	fr	tailler (sur le pourtour)	tailler
ĉirkaŭhaki	hak.cxirkaux0i.KOMUNE	fr	tailler (sur le pourtour)	tailler
dehaki	hak.de0i	fr	abattre (un arbre)	abattre
dehaki	hak.de0i	fr	tailler (à la hache pour ôter)	tailler
dehaki	hak.de0i	fr	ôter (d'un coup de hache)	ôter
dehaki	hak.de0i	fr	couper (à la hache pour ôter)	couper
dehaki	hak.de0i	fr	enlever (d'un coup de hache)	enlever
dehaki	hak.de0i.KOMUNE	fr	abattre (un arbre)	abattre
dehaki	hak.de0i.KOMUNE	fr	tailler (à la hache pour ôter)	tailler
dehaki	hak.de0i.KOMUNE	fr	couper (à la hache pour ôter)	couper
dehaki	hak.de0i.KOMUNE	fr	enlever (d'un coup de hache)	enlever
dehaki	hak.de0i.KOMUNE	fr	ôter (d'un coup de hache)	ôter
arbohakisto	hak.ligno0isto	fr		bûcheron
lignohakisto	hak.ligno0isto	fr		bûcheron
arbohakisto	hak.ligno0isto	de		Holzfäller
lignohakisto	hak.ligno0isto	de		Holzfäller
hakamo	hakam.0o	fr		hakama
hakamo	hakam.0o.TEKS	fr		hakama
halo	hal.0o	en		hall
halo	hal.0o	de		Halle
halo	hal.0o	fr		salle
halo	hal.0o	fr		hall
halo	hal.0o	fr		halle
halo	hal.0o.cxambrego	en		hall
halo	hal.0o.cxambrego	de		Halle
halo	hal.0o.cxambrego	fr		salle
halo	hal.0o.cxambrego	fr		hall
halo	hal.0o.cxambrego	fr		halle
halo	hal.0o.konstruajxo	en		hall
halo	hal.0o.konstruajxo	de		Halle
halo	hal.0o.konstruajxo	fr		salle
halo	hal.0o.konstruajxo	fr		hall
halo	hal.0o.konstruajxo	fr		halle
enirhalo	hal.enir0o	fr		hall d'entrée
enirhalo	hal.enir0o	en		entrance hall
enirhalo	hal.enir0o	en		lobby
enirhalo	hal.enir0o.ARKI	fr		hall d'entrée
enirhalo	hal.enir0o.ARKI	en		entrance hall
enirhalo	hal.enir0o.ARKI	en		lobby
festhalo	hal.fest0o	fr		salle des fêtes
festhalo	hal.fest0o	en		celebration hall
festhalo	hal.fest0o.ARKI	fr		salle des fêtes
festhalo	hal.fest0o.ARKI	en		celebration hall
sporthalo	hal.sport0o	en		sports arena
sporthalo	hal.sport0o.ARKI	en		sports arena
sporthalo	hal.sport0o.ARKI	fr	halle aux sports	halle
haladza	haladz.0a	en		fetid
haladza	haladz.0a	fr	infecte (puant)	infecte
haladza	haladz.0a	en		stinking
haladza	haladz.0a	fr		pestilentiel
haladza	haladz.0a	en		reeking
haladza	haladz.0a	de		muffig
haladza	haladz.0a	fr		puant
haladza	haladz.0a	de		miefig
haladza	haladz.0a	fr		méphitique
haladza	haladz.0a	de		verräuchert
haladzi	haladz.0i	en		stink
haladzi	haladz.0i	en		reek
haladzi	haladz.0i	de		miefen
haladzi	haladz.0i	de		qualmen
haladzi	haladz.0i	de		ausdünsten
haladzo	haladz.0o	fr	infection (puanteur)	infection
haladzo	haladz.0o	fr	exhalaison (toxique, méphitique)	exhalaison
haladzo	haladz.0o	fr	émanation (toxique, méphitique)	émanation
haladzo	haladz.0o	en		fume
haladzo	haladz.0o	en		stink
haladzo	haladz.0o	en		stench
haladzo	haladz.0o	de		Mief
haladzo	haladz.0o	de	schlechte Luft	Luft
haladzo	haladz.0o	de		Qualm
haladzo	haladz.0o	de		Ausdünstung
haladzo	haladz.0o	fr	oxyde de carbone (émanation toxique)	oxyde de carbone
haladzo	haladz.0o	fr		puanteur
haladzo	haladz.0o	fr		pestilence
Halaĥo	halahx.0o	fr		Halakha
Halaĥo	halahx.0o.JUD	fr		Halakha
halala	halal.0a	fr		halal
halala	halal.0a	de		halal
halala	halal.0a.ISL	fr		halal
halala	halal.0a.ISL	de		halal
halanĝo	halangx.0o	fr		charabia
halanĝo	halangx.0o.KOMUNE	fr		charabia
halebardo	haleba.0o	fr		hallebarde
halebardo	haleba.0o	en		halberd
halebardo	haleba.0o	de		Hellebarde
haleluja	halelu.0	fr	alléluia (interj.)	alléluia
haleluja	halelu.0	en		hallelujah
haleluja	halelu.0	en		alleluia
haleluja	halelu.0	de		halleluja
Alepo	halep.0o	en		Aleppo
Halepo	halep.0o	en		Aleppo
Alepo	halep.0o	de		Aleppo
Halepo	halep.0o	de		Aleppo
Alepo	halep.0o	fr		Alep
Halepo	halep.0o	fr		Alep
haliaeto	haliaet.0o	fr		pygargue
haliaeto	haliaet.0o	en	sea eagle	eagle
haliaeto	haliaet.0o	de		Seeadler
Halifakso	halifaks.0o	fr		Halifax
Halifakso	halifaks.0o	en		Halifax
Halifakso	halifaks.0o	de		Halifax
halioto	haliot.0o	fr		ormeau
halioto	haliot.0o	fr		oreille de mer
halioto	haliot.0o	en		ormer
halioto	haliot.0o	en		abalone
halioto	haliot.0o	de		Abalone
halioto	haliot.0o	de		Seeohren
halioto	haliot.0o.ZOO	fr		ormeau
halioto	haliot.0o.ZOO	fr		oreille de mer
halioto	haliot.0o.ZOO	en		ormer
halioto	haliot.0o.ZOO	en		abalone
halioto	haliot.0o.ZOO	de		Abalone
halioto	haliot.0o.ZOO	de		Seeohren
haloo	halo.0o	fr		halo
haloo	halo.0o	en		halo
haloo	halo.0o.KOMUNE	fr		halo
haloo	halo.0o.KOMUNE	en		halo
kontraŭhaloilo	halo.kontraux0ilo	fr	antihalo (subst.)	antihalo
kontraŭhaloilo	halo.kontraux0ilo.FOT	fr	antihalo (subst.)	antihalo
halogeno	haloge.0o	fr		halogène
halogeno	haloge.0o	en		halogen
halogeno	haloge.0o	de		Salzbildner
halogeno	haloge.0o	de		Halogen
Halovino	haloven.0o	de		Halloween
Haloveno	haloven.0o	de		Halloween
Halovino	haloven.0o	fr		Halloween
Haloveno	haloven.0o	fr		Halloween
Halovino	haloven.0o	en		Halloween
Haloveno	haloven.0o	en		Halloween
Halovino	haloven.0o.KAL	en		Halloween
Haloveno	haloven.0o.KAL	en		Halloween
Halovino	haloven.0o.KAL	fr		Halloween
Haloveno	haloven.0o.KAL	fr		Halloween
Halovino	haloven.0o.KAL	de		Halloween
Haloveno	haloven.0o.KAL	de		Halloween
halt!	halt.0	fr		stop !
halt!	halt.0	fr		holà !
halt!	halt.0	fr		arrêtez !
halt!	halt.0	de		stopp!
halt!	halt.0	de		halt!
halt!	halt.0.haltu	fr		stop !
halt!	halt.0.haltu	fr		holà !
halt!	halt.0.haltu	fr		arrêtez !
halt!	halt.0.haltu	de		stopp!
halt!	halt.0.haltu	de		halt!
haltadi	halt.0adi	fr	stationner (intr., rester un certain temps)	stationner
haltadi	halt.0adi	de		Stehen
haltadi	halt.0adi	de		Halten
haltadi	halt.0adi.KOMUNE	fr	stationner (intr., rester un certain temps)	stationner
haltadi	halt.0adi.KOMUNE	de		Stehen
haltadi	halt.0adi.KOMUNE	de		Halten
haltejo	halt.0ejo	fr	halte (lieu de halte)	halte
haltejo	halt.0ejo	de		Halteplatz
haltejo	halt.0ejo	de		Haltepunkt
haltejo	halt.0ejo	de		Haltestelle
haltejo	halt.0ejo.KOMUNE	fr	halte (lieu de halte)	halte
haltejo	halt.0ejo.KOMUNE	de		Halteplatz
haltejo	halt.0ejo.KOMUNE	de		Haltepunkt
haltejo	halt.0ejo.KOMUNE	de		Haltestelle
halti	halt.0i	fr	stopper (faire un arrêt)	stopper
halti	halt.0i	fr	faire une halte	halte
halti	halt.0i	fr		cesser
halti	halt.0i	fr	s'arrêter	arrêter
halti	halt.0i	en		halt
halti	halt.0i	de		anhalten
halti	halt.0i	de	(an)halten	halten
halti	halt.0i.KOMUNE	fr	stopper (faire un arrêt)	stopper
halti	halt.0i.KOMUNE	fr	faire une halte	halte
halti	halt.0i.KOMUNE	fr		cesser
halti	halt.0i.KOMUNE	fr	s'arrêter	arrêter
halti	halt.0i.KOMUNE	en		halt
halti	halt.0i.KOMUNE	de		anhalten
halti	halt.0i.KOMUNE	de	(an)halten	halten
haltigi	halt.0igi	fr	stopper (tr.)	stopper
haltigi	halt.0igi	fr		fixer
haltigi	halt.0igi	fr		arrêter
haltigi	halt.0igi	de	(jmd.) unterbrechen	unterbrechen
haltigi	halt.0igi	de	(jmd.) stoppen	stoppen
haltigi	halt.0igi	de	(jmd.) anhalten	anhalten
haltigi	halt.0igi	fr		immobiliser
haltigi	halt.0igi.KOMUNE	fr	stopper (tr.)	stopper
haltigi	halt.0igi.KOMUNE	fr		fixer
haltigi	halt.0igi.KOMUNE	fr		arrêter
haltigi	halt.0igi.KOMUNE	de	(jmd.) unterbrechen	unterbrechen
haltigi	halt.0igi.KOMUNE	de	(jmd.) stoppen	stoppen
haltigi	halt.0igi.KOMUNE	de	(jmd.) anhalten	anhalten
haltigi	halt.0igi.KOMUNE	fr		immobiliser
haltigi	halt.0igi.senmovigi	fr		fixer
haltigi	halt.0igi.senmovigi	fr		immobiliser
haltigi	halt.0igi.senmovigi	fr		arrêter
haltigi	halt.0igi.senmovigi	de	(jmd.) unterbrechen	unterbrechen
haltigi	halt.0igi.senmovigi	de	(jmd.) stoppen	stoppen
haltigi	halt.0igi.senmovigi	de	(jmd.) anhalten	anhalten
haltigi	halt.0igi.senmovigi	fr	stopper (tr.)	stopper
haltigilo	halt.0igilo	fr		entrave
haltigilo	halt.0igilo	fr		frein
haltigilo	halt.0igilo	de		Bremse
haltigilo	halt.0igilo.KOMUNE	fr		entrave
haltigilo	halt.0igilo.KOMUNE	fr		frein
haltigilo	halt.0igilo.KOMUNE	de		Bremse
halto	halt.0o	de		Stoppen
halto	halt.0o	de		Halten
halto	halt.0o	fr	halte (action, état, moment)	halte
halto	halt.0o.KOMUNE	de		Halten
halto	halt.0o.KOMUNE	fr	halte (action, état, moment)	halte
halto	halt.0o.KOMUNE	de		Stoppen
antaŭhaltigi	halt.antaux0igi	fr	prévenir (éviter)	prévenir
antaŭhaltigi	halt.antaux0igi	fr	empêcher (prévenir)	empêcher
antaŭhaltigi	halt.antaux0igi	de		verhüten
antaŭhaltigi	halt.antaux0igi.KOMUNE	fr	prévenir (éviter)	prévenir
antaŭhaltigi	halt.antaux0igi.KOMUNE	fr	empêcher (prévenir)	empêcher
antaŭhaltigi	halt.antaux0igi.KOMUNE	de		verhüten
aŭtobusa haltejo	halt.auxtobus0ejo	fr		arrêt d'autobus
aŭtobushaltejo	halt.auxtobus0ejo	fr		arrêt d'autobus
aŭtobusa haltejo	halt.auxtobus0ejo	de		Bushaltestelle
aŭtobushaltejo	halt.auxtobus0ejo	de		Bushaltestelle
aŭtobusa haltejo	halt.auxtobus0ejo.TRA	fr		arrêt d'autobus
aŭtobushaltejo	halt.auxtobus0ejo.TRA	fr		arrêt d'autobus
aŭtobusa haltejo	halt.auxtobus0ejo.TRA	de		Bushaltestelle
aŭtobushaltejo	halt.auxtobus0ejo.TRA	de		Bushaltestelle
busa haltejo	halt.bus0ejo	fr		arrêt de bus
bushaltejo	halt.bus0ejo	fr		arrêt de bus
busa haltejo	halt.bus0ejo	de		Bushaltestelle
bushaltejo	halt.bus0ejo	de		Bushaltestelle
busa haltejo	halt.bus0ejo.KOMUNE	fr		arrêt de bus
bushaltejo	halt.bus0ejo.KOMUNE	fr		arrêt de bus
busa haltejo	halt.bus0ejo.KOMUNE	de		Bushaltestelle
bushaltejo	halt.bus0ejo.KOMUNE	de		Bushaltestelle
bushaltejo	halt.bus0ejo.TRA	fr		arrêt de bus
busa haltejo	halt.bus0ejo.TRA	de		Bushaltestelle
bushaltejo	halt.bus0ejo.TRA	de		Bushaltestelle
busa haltejo	halt.bus0ejo.TRA	fr		arrêt de bus
metroa haltejo	halt.metro0ejo	de		U-Bahn-Station
metrohaltejo	halt.metro0ejo	de		U-Bahn-Station
metroa haltejo	halt.metro0ejo	de		U-Bahnhof
metrohaltejo	halt.metro0ejo	de		U-Bahnhof
metroa haltejo	halt.metro0ejo.TRA	de		U-Bahn-Station
metrohaltejo	halt.metro0ejo.TRA	de		U-Bahn-Station
metroa haltejo	halt.metro0ejo.TRA	de		U-Bahnhof
metrohaltejo	halt.metro0ejo.TRA	de		U-Bahnhof
nehaltigebla	halt.ne0igebla	fr		irréfrénable
nehaltigebla	halt.ne0igebla	fr		inéluctable
nehaltigebla	halt.ne0igebla.KOMUNE	fr		irréfrénable
nehaltigebla	halt.ne0igebla.KOMUNE	fr		inéluctable
senhalta	halt.sen0a	fr	sans interruption	interruption
senhalta	halt.sen0a	fr		incessant
senhalta	halt.sen0a	fr		continuel
senhalta	halt.sen0a	fr	sans arrêt	arrêt
senhalta	halt.sen0a	de		durchgehend
senhalta	halt.sen0a	de	ohne Unterbrechung	Unterbrechung
senhalta	halt.sen0a	de		ununterbrochen
senhalta	halt.sen0a.KOMUNE	fr	sans interruption	interruption
senhalta	halt.sen0a.KOMUNE	fr		incessant
senhalta	halt.sen0a.KOMUNE	fr		continuel
senhalta	halt.sen0a.KOMUNE	fr	sans arrêt	arrêt
senhalta	halt.sen0a.KOMUNE	de		durchgehend
senhalta	halt.sen0a.KOMUNE	de	ohne Unterbrechung	Unterbrechung
senhalta	halt.sen0a.KOMUNE	de		ununterbrochen
halterego	halter.0ego	de		Langhantel
halterego	halter.0ego	en		barbell
haltero	halter.0o	de		Hantel
haltero	halter.0o	fr		haltère
haltero	halter.0o	en		dumbbell
haltero	halter.0o.ZOO	fr		haltère
haltero	halter.0o.ZOO	en		haltere
haltero	halter.0o.ZOO	de		Haltere
haltero	halter.0o.ZOO	fr		haltère
haltero	halter.0o.ZOO	en		dumbbell
haltero	halter.0o.ZOO	de		Hantel
halucina	haluci.0a	fr		hallucinant
halucina	haluci.0a	fr		hallucinatoire
halucina	haluci.0a	de		Wahn-
halucina	haluci.0a	de		wahrnehmungsgestört
halucina	haluci.0a	de	auf einer Sinnestäuschung beruhend	Sinnestäuschung
halucina	haluci.0a	de		halluzinatorisch
halucina	haluci.0a.MED	fr		hallucinant
halucina	haluci.0a.MED	fr		hallucinatoire
halucina	haluci.0a.MED	de		Wahn-
halucina	haluci.0a.MED	de		wahrnehmungsgestört
halucina	haluci.0a.MED	de	auf einer Sinnestäuschung beruhend	Sinnestäuschung
halucina	haluci.0a.MED	de		halluzinatorisch
halucini	haluci.0i	fr	halluciner (tr.)	halluciner
halucini	haluci.0i	de		Sinnestäuschungen verursachen
halucini	haluci.0i	de		Halluzinationen hervorrufen
halucini	haluci.0i.hanti	fr	halluciner (tr.)	halluciner
halucini	haluci.0i.hanti	de		Sinnestäuschungen verursachen
halucini	haluci.0i.hanti	de		Halluzinationen hervorrufen
halucini	haluci.0i.sperti	fr	halluciner (tr.)	halluciner
halucini	haluci.0i.sperti	de		Sinnestäuschungen verursachen
halucini	haluci.0i.sperti	de		Halluzinationen hervorrufen
halucini	haluci.0i.sperti	de		halluzinieren
halucino	haluci.0o	fr		hallucination
halucino	haluci.0o	de	krankhafte Einbildung	Einbildung
halucino	haluci.0o	de		Wahnvorstellung
halucino	haluci.0o	de		Wahrnehmungsstörung
halucino	haluci.0o	de		Sinnestäuschung
halucino	haluci.0o	de		Halluzination
halucino	haluci.0o.MED	fr		hallucination
halucino	haluci.0o.MED	de	krankhafte Einbildung	Einbildung
halucino	haluci.0o.MED	de		Wahnvorstellung
halucino	haluci.0o.MED	de		Wahrnehmungsstörung
halucino	haluci.0o.MED	de		Sinnestäuschung
halucino	haluci.0o.MED	de		Halluzination
halucinulo	haluci.0ulo	de		Spinner
halucinulo	haluci.0ulo	de		Wahrnehmungsgestörter
halucinulo	haluci.0ulo	de	an Sinnestäuschung Leidender	Leidender
halucinulo	haluci.0ulo	de	an Halluzinationen Leidender	Leidender
halucinulo	haluci.0ulo	fr	halluciné (subst.)	halluciné
halucinulo	haluci.0ulo.MED	de		Wahrnehmungsgestörter
halucinulo	haluci.0ulo.MED	de	an Sinnestäuschung Leidender	Leidender
halucinulo	haluci.0ulo.MED	de	an Halluzinationen Leidender	Leidender
halucinulo	haluci.0ulo.MED	fr	halluciné (subst.)	halluciné
halucinulo	haluci.0ulo.MED	de		Spinner
halucinacio	halucinaci.0o	fr		hallucination
halucinacio	halucinaci.0o	de		Halluzination
halucinacio	halucinaci.0o.halucino	fr		hallucination
halucinacio	halucinaci.0o.halucino	de		Halluzination
halukso	haluks.0o	fr	gros orteil	orteil
halukso	haluks.0o	fr		hallux
halukso	haluks.0o	de		großer Zeh
halvao	halva.0o	fr		halva
halvao	halva.0o.KUI	fr		halva
hamako	hamak.0o	fr		hamac
hamako	hamak.0o	en		hammock
hamako	hamak.0o	de		Hängematte
hamamelido	hamamelid.0o	fr		hamamélis
hamamelido	hamamelid.0o	en		witch-hazel
hamamelido	hamamelid.0o	de		Zaubernuss
hamamelido	hamamelid.0o.BOT	fr		hamamélis
hamamelido	hamamelid.0o.BOT	en		witch-hazel
hamamelido	hamamelid.0o.BOT	de		Zaubernuss
Hamano	haman.0o	fr		Aman
Hamano	haman.0o	fr		Haman
Hamano	haman.0o	de		Haman
Hamano	haman.0o.perso	fr		Aman
Hamano	haman.0o.perso	fr		Haman
Hamano	haman.0o.perso	de		Haman
Hamburgo	hamburg.H0o	fr		Hambourg
Hamburgo	hamburg.H0o	en		Hamburg
Hamburgo	hamburg.H0o	de		Hamburg
Hamburgo	hamburg.H0o.urbo	fr		Hambourg
Hamburgo	hamburg.H0o.urbo	en		Hamburg
Hamburgo	hamburg.H0o.urbo	de		Hamburg
Hamburgo	hamburg.H0o.urbo	de		Hamburg
hamburgano	hamburg.h0ano	fr	hambourgeois (subst.)	hambourgeois
hamburgano	hamburg.h0ano	en		Hamburger
hamburgano	hamburg.h0ano	de		Hamburger
hamburgero	hamburger.0o	fr		hamburger
hamburgero	hamburger.0o	de		Hamburger
hamburgero	hamburger.0o.KUI	fr		hamburger
hamburgero	hamburger.0o.KUI	de		Hamburger
Hameleno	hamelen.0o	fr	Hamelin (Allemagne)	Hamelin
Hameleno	hamelen.0o	en		Hamelin
Hameleno	hamelen.0o	de		Hameln
Hamleto	hamlet.0o	fr		Hamlet
Hamleto	hamlet.0o	en		Hamlet
Hamleto	hamlet.0o	de		Hamlet
Hamleto	hamlet.0o.rolulo	fr		Hamlet
Hamleto	hamlet.0o.rolulo	en		Hamlet
Hamleto	hamlet.0o.rolulo	de		Hamlet
