#kap	mrk	lng	trd	ind
tabelo	tabel.0o	fr		tableau
tabelo	tabel.0o	de		Tafel
tabelo	tabel.0o.HIS	de		Tabelle
tabelo	tabel.0o.HIS	fr		tableau
tabelo	tabel.0o.HIS	de		Tafel
tabelo	tabel.0o.HIS	en		tablet
tabelo	tabel.0o.KOMP	de		Tabelle
tabelo	tabel.0o.KOMP	fr		tableau
tabelo	tabel.0o.KOMP	de		Tafel
tabelo	tabel.0o.KOMP	en		array
tabelo	tabel.0o.KOMP	de		Feld
tabelo	tabel.0o.TIP	de		Tabelle
tabelo	tabel.0o.TIP	fr		tableau
tabelo	tabel.0o.TIP	de		Tafel
tabelo	tabel.0o.TIP	en		table
tabelvorto	tabel.0vorto	NULL	NULL	NULL
tabelvorto	tabel.0vorto.GRA	NULL	NULL	NULL
enhavtabelo	tabel.enhav0o	fr		table des matières
enhavtabelo	tabel.enhav0o	fr		sommaire
enhavtabelo	tabel.enhav0o	en		table of contents
enhavtabelo	tabel.enhav0o	en		index
enhavtabelo	tabel.enhav0o	de		Inhaltsverzeichis
enhavtabelo	tabel.enhav0o.TIP	fr		sommaire
enhavtabelo	tabel.enhav0o.TIP	en		table of contents
enhavtabelo	tabel.enhav0o.TIP	en		index
enhavtabelo	tabel.enhav0o.TIP	de		Inhaltsverzeichis
enhavtabelo	tabel.enhav0o.TIP	fr		table des matières
hortabelo	tabel.hor0o	fr	horaire (ch. de fer etc.)	horaire
hortabelo	tabel.hor0o	fr		emploi du temps
hortabelo	tabel.hor0o	en		schedule
hortabelo	tabel.hor0o	en		timetable
hortabelo	tabel.hor0o	de		Sendeplan
hortabelo	tabel.hor0o	de		Fahrplan
hortabelo	tabel.hor0o	de		Stundenplan
hortabelo	tabel.hor0o.KOMUNE	fr	horaire (ch. de fer etc.)	horaire
hortabelo	tabel.hor0o.KOMUNE	fr		emploi du temps
hortabelo	tabel.hor0o.KOMUNE	en		schedule
hortabelo	tabel.hor0o.KOMUNE	en		timetable
hortabelo	tabel.hor0o.KOMUNE	de		Sendeplan
hortabelo	tabel.hor0o.KOMUNE	de		Fahrplan
hortabelo	tabel.hor0o.KOMUNE	de		Stundenplan
tabelo de vereco	tabel.ver0o	fr		table de vérité
vertabelo	tabel.ver0o	fr		table de vérité
tabelo de vereco	tabel.ver0o	en	truth table	table
vertabelo	tabel.ver0o	en	truth table	table
tabelo de vereco	tabel.ver0o	de		Wahrheitstabelle
vertabelo	tabel.ver0o	de		Wahrheitstabelle
tabelo de vereco	tabel.ver0o	de		Wahrheitstafel
vertabelo	tabel.ver0o	de		Wahrheitstafel
tabelo de vereco	tabel.ver0o.logika	fr		table de vérité
vertabelo	tabel.ver0o.logika	fr		table de vérité
tabelo de vereco	tabel.ver0o.logika	en	truth table	table
vertabelo	tabel.ver0o.logika	en	truth table	table
tabelo de vereco	tabel.ver0o.logika	de		Wahrheitstabelle
vertabelo	tabel.ver0o.logika	de		Wahrheitstabelle
tabelo de vereco	tabel.ver0o.logika	de		Wahrheitstafel
vertabelo	tabel.ver0o.logika	de		Wahrheitstafel
tabernaklo	tabern.0o	de		Tabernakel
tabernaklo	tabern.0o	fr		tabernacle
tabernaklo	tabern.0o.BIB	fr		tabernacle
tabernaklo	tabern.0o.BIB	de		Tabernakel
tabernaklo	tabern.0o.KRI	fr		tabernacle
tabernaklo	tabern.0o.KRI	de		Tabernakel
tabio	tabi.0o	de		Tabi
tablestro	tabl.0estro	NULL	NULL	NULL
tablestro	tabl.0estro.KUI	fr	majordome (maître d'hôtel)	majordome
tablestro	tabl.0estro.KUI	fr		maître d'hôtel
tablestro	tabl.0estro.KUI	en		butler
tablestro	tabl.0estro.KUI	de		Haushofmeister
tablestro	tabl.0estro.KUI	de		Diener
tablestro	tabl.0estro.KUI	de		Butler
tableto	tabl.0eto	fr		tablette
tableto	tabl.0eto	de		Tischchen
tableto	tabl.0eto.MEBL	fr		tablette
tableto	tabl.0eto.MEBL	de		Tischchen
tablo	tabl.0o	fr		table
tablo	tabl.0o	en		table
tablo	tabl.0o	de		Tisch
tablo	tabl.0o.MEBL	fr		table
tablo	tabl.0o.MEBL	en		table
tablo	tabl.0o.MEBL	de		Tisch
ĉetabliĝi	tabl.al0igxi	fr	se mettre à table	table
altabliĝi	tabl.al0igxi	fr	se mettre à table	table
ĉetabliĝi	tabl.al0igxi	fr	s'attabler	attabler
altabliĝi	tabl.al0igxi	fr	s'attabler	attabler
ĉetabliĝi	tabl.al0igxi	de	sich um den Tisch setzen	setzen
altabliĝi	tabl.al0igxi	de	sich um den Tisch setzen	setzen
ĉetabliĝi	tabl.al0igxi	de	sich zu Tisch begeben	Tisch
altabliĝi	tabl.al0igxi	de	sich zu Tisch begeben	Tisch
altabliĝi	tabl.al0igxi.KOMUNE	fr	se mettre à table	table
ĉetabliĝi	tabl.al0igxi.KOMUNE	fr	s'attabler	attabler
altabliĝi	tabl.al0igxi.KOMUNE	fr	s'attabler	attabler
ĉetabliĝi	tabl.al0igxi.KOMUNE	de	sich um den Tisch setzen	setzen
altabliĝi	tabl.al0igxi.KOMUNE	de	sich um den Tisch setzen	setzen
ĉetabliĝi	tabl.al0igxi.KOMUNE	de	sich zu Tisch begeben	Tisch
altabliĝi	tabl.al0igxi.KOMUNE	de	sich zu Tisch begeben	Tisch
ĉetabliĝi	tabl.al0igxi.KOMUNE	fr	se mettre à table	table
desegnotablo	tabl.desegno0o	fr		table à dessin
desegnotablo	tabl.desegno0o.MEBL	fr		table à dessin
desegnotablo	tabl.desegno0o.MEBL	de		Zeichentisch
furaĝotablo	tabl.furagxo0o	en		feeding table
furaĝotablo	tabl.furagxo0o	de		Futtertisch
komuna tablo	tabl.komuna0o	NULL	NULL	NULL
komuna tablo	tabl.komuna0o.KOMUNE	de		Gästetisch
komuna tablo	tabl.komuna0o.gasteja	fr		table d'hôtes
komuna tablo	tabl.komuna0o.gasteja	en		table d'hôte
komuna tablo	tabl.komuna0o.gasteja	en	an ordinary	ordinary
komuna tablo	tabl.komuna0o.gasteja	de		Büffet
labortablo	tabl.labor0o	NULL	NULL	NULL
labortablo	tabl.labor0o.KOMP	fr	bureau (écran informatique)	bureau
labortablo	tabl.labor0o.KOMP	en		workspace
labortablo	tabl.labor0o.KOMP	en		desktop
labortablo	tabl.labor0o.KOMP	de		Arbeitsplatz
labortablo	tabl.labor0o.KOMP	de		Desktop
labortablo	tabl.labor0o.KOMP	de		Bildschirmhintergrund
labortablo	tabl.labor0o.MEBL	fr	établi (meuble)	établi
labortablo	tabl.labor0o.MEBL	fr	bureau (meuble)	bureau
labortablo	tabl.labor0o.MEBL	en		desk
labortablo	tabl.labor0o.MEBL	de		Bürotisch
labortablo	tabl.labor0o.MEBL	de		Arbeitstisch
montrotablo	tabl.montro0o	en		showcase
montrotablo	tabl.montro0o	de		Tresen
montrotablo	tabl.montro0o	de		Verkaufstisch
montrotablo	tabl.montro0o	de		Ladentisch
montrotablo	tabl.montro0o	de	Auslage (Tisch)	Auslage
montrotablo	tabl.montro0o	fr		affichage
ronda tablo	tabl.ronda0o	NULL	NULL	NULL
ronda tablo	tabl.ronda0o.FRAZ	fr	table ronde (réunion)	table ronde
ronda tablo	tabl.ronda0o.FRAZ	de		Tafelrunde
ronda tablo	tabl.ronda0o.FRAZ	de	Runder Tisch	Tisch
skribotablo	tabl.skrib0o	fr	bureau (meuble)	bureau
skribtablo	tabl.skrib0o	fr	bureau (meuble)	bureau
skribotablo	tabl.skrib0o	de		Schreibtisch
skribtablo	tabl.skrib0o	de		Schreibtisch
surtabligi	tabl.sur0igi	fr	servir (mettre sur la table)	servir
surtabligi	tabl.sur0igi	fr		mettre sur la table
surtabligi	tabl.sur0igi	en	serve (food)	serve
surtabligi	tabl.sur0igi	de		auftischen
surtabligi	tabl.sur0igi	de		servieren
surtabligi	tabl.sur0igi.KOMUNE	fr	servir (mettre sur la table)	servir
surtabligi	tabl.sur0igi.KOMUNE	fr		mettre sur la table
surtabligi	tabl.sur0igi.KOMUNE	en	serve (food)	serve
surtabligi	tabl.sur0igi.KOMUNE	de		auftischen
surtabligi	tabl.sur0igi.KOMUNE	de		servieren
tualettablo	tabl.tualet0o	fr	coiffeuse (meuble)	coiffeuse
spegultablo	tabl.tualet0o	fr	coiffeuse (meuble)	coiffeuse
spegultablo	tabl.tualet0o.MEBL	de		Toilettentisch
tualettablo	tabl.tualet0o.MEBL	de		Toilettentisch
spegultablo	tabl.tualet0o.MEBL	fr	coiffeuse (meuble)	coiffeuse
spegultablo	tabl.tualet0o.MEBL	de		Kosmetiktisch
tualettablo	tabl.tualet0o.MEBL	fr	coiffeuse (meuble)	coiffeuse
tualettablo	tabl.tualet0o.MEBL	de		Kosmetiktisch
spegultablo	tabl.tualet0o.MEBL	de		Frisiertisch
tualettablo	tabl.tualet0o.MEBL	de		Frisiertisch
vendotablo	tabl.vendo0o	fr		étal
vendotablo	tabl.vendo0o.MEBL	fr		étal
vendotablo	tabl.vendo0o.MEBL	de		Tresen
vendotablo	tabl.vendo0o.MEBL	de		Ladentisch
vendotablo	tabl.vendo0o.MEBL	de		Theke
vendotablo	tabl.vendo0o.MEBL	de		Auslage
verŝtablo	tabl.versxo0o	de		Tresen
verŝotablo	tabl.versxo0o	de		Tresen
verŝtablo	tabl.versxo0o	de		Bar
verŝotablo	tabl.versxo0o	de		Bar
verŝtablo	tabl.versxo0o	de		Theke
verŝotablo	tabl.versxo0o	de		Theke
verŝtablo	tabl.versxo0o	de		Schanktisch
verŝotablo	tabl.versxo0o	de		Schanktisch
verŝtablo	tabl.versxo0o	fr	zinc (d'un bar)	zinc
verŝotablo	tabl.versxo0o	fr	zinc (d'un bar)	zinc
verŝtablo	tabl.versxo0o	fr	comptoir (d'un bar)	comptoir
verŝotablo	tabl.versxo0o	fr	comptoir (d'un bar)	comptoir
verŝtablo	tabl.versxo0o	fr	bar (meuble)	bar
verŝotablo	tabl.versxo0o	fr	bar (meuble)	bar
verŝtablo	tabl.versxo0o.MEBL	de		Tresen
verŝotablo	tabl.versxo0o.MEBL	de		Tresen
verŝtablo	tabl.versxo0o.MEBL	de		Bar
verŝotablo	tabl.versxo0o.MEBL	de		Bar
verŝtablo	tabl.versxo0o.MEBL	de		Theke
verŝotablo	tabl.versxo0o.MEBL	de		Theke
verŝtablo	tabl.versxo0o.MEBL	de		Schanktisch
verŝotablo	tabl.versxo0o.MEBL	de		Schanktisch
verŝtablo	tabl.versxo0o.MEBL	fr	zinc (d'un bar)	zinc
verŝotablo	tabl.versxo0o.MEBL	fr	zinc (d'un bar)	zinc
verŝtablo	tabl.versxo0o.MEBL	fr	comptoir (d'un bar)	comptoir
verŝotablo	tabl.versxo0o.MEBL	fr	comptoir (d'un bar)	comptoir
verŝtablo	tabl.versxo0o.MEBL	fr	bar (meuble)	bar
verŝotablo	tabl.versxo0o.MEBL	fr	bar (meuble)	bar
vitrotablo	tabl.vitro0o	fr	vitrine (horizontale)	vitrine
vitrotablo	tabl.vitro0o.MEBL	fr	vitrine (horizontale)	vitrine
vitrotablo	tabl.vitro0o.MEBL	de		Vitrine
tablojdo	tablojd.0o	fr	comprimé (pharm.)	comprimé
tablojdo	tablojd.0o	en	tablet (pill)	tablet
tablojdo	tablojd.0o	en	tabloid (pill)	tabloid
tablojdo	tablojd.0o	de		Tablette
tablojdo	tablojd.0o.MED	fr	comprimé (pharm.)	comprimé
tablojdo	tablojd.0o.MED	en	tablet (pill)	tablet
tablojdo	tablojd.0o.MED	en	tabloid (pill)	tabloid
tablojdo	tablojd.0o.MED	de		Tablette
tabua	tabu.0a	de		tabu
tabua	tabu.0a	fr	tabou (adj.)	tabou
tabua	tabu.0a	de	verboten (tabu)	verboten
tabui	tabu.0i	fr		être tabou
tabui	tabu.0i	de		tabuisieren
tabui	tabu.0i.REL	fr		être tabou
tabui	tabu.0i.REL	de		tabuisieren
tabuo	tabu.0o	de		Tabu
tabuo	tabu.0o	fr	tabou (subst.)	tabou
tabuo	tabu.0o	en		taboo
tabuo	tabu.0o.REL	fr	tabou (subst.)	tabou
tabuo	tabu.0o.REL	en		taboo
tabuo	tabu.0o.REL	de		Tabu
tabulaĵo	tabul.0ajxo	en		cladding
tabulaĵo	tabul.0ajxo	en		panelling
tabulaĵo	tabul.0ajxo.KOMUNE	en		cladding
tabulaĵo	tabul.0ajxo.KOMUNE	en		panelling
tabulaĵo	tabul.0ajxo.KOMUNE	de	Verkleidung (Wand)	Verkleidung
tabulaĵo	tabul.0ajxo.KOMUNE	de		Paneel
tabulaĵo	tabul.0ajxo.KOMUNE	de		Täfelung
tabuleto	tabul.0eto	en		slab
tabuleto	tabul.0eto	en		board
tabuleto	tabul.0eto	fr		tablette
tabuleto	tabul.0eto	en		chocolate)
tabuleto	tabul.0eto	en		bar (ex.
tabuleto	tabul.0eto	en		tablet
tabuleto	tabul.0eto.eta	en		board
tabuleto	tabul.0eto.eta	de		Brettchen
tabuleto	tabul.0eto.eta	fr		tablette
tabuleto	tabul.0eto.eta	en		chocolate)
tabuleto	tabul.0eto.eta	en		bar (ex.
tabuleto	tabul.0eto.eta	en		tablet
tabuleto	tabul.0eto.eta	en		slab
tabuleto	tabul.0eto.skribtabulo	en		board
tabuleto	tabul.0eto.skribtabulo	de		Schildchen
tabuleto	tabul.0eto.skribtabulo	de		Schreibtafel
tabuleto	tabul.0eto.skribtabulo	fr		tablette
tabuleto	tabul.0eto.skribtabulo	en		chocolate)
tabuleto	tabul.0eto.skribtabulo	en		bar (ex.
tabuleto	tabul.0eto.skribtabulo	en		tablet
tabuleto	tabul.0eto.skribtabulo	en		slab
tabulo	tabul.0o	en		board
tabulo	tabul.0o	de	Schindel (flache)	Schindel
tabulo	tabul.0o	de		Brett
tabulo	tabul.0o	de		Tafel
tabulo	tabul.0o.ligno	en		board
tabulo	tabul.0o.ligno	de	Schindel (flache)	Schindel
tabulo	tabul.0o.ligno	de		Brett
tabulo	tabul.0o.ligno	de		Tafel
tabulo	tabul.0o.ligno	fr		planche
tabulo	tabul.0o.ligno	fr		panneau
tabulo	tabul.0o.ligno	en		board
anonctabulo	tabul.anonc0o	fr		tableau d'affichage
anonctabulo	tabul.anonc0o	en		announcement board
anonctabulo	tabul.anonc0o	en		bulletin board
anonctabulo	tabul.anonc0o.KOMUNE	fr		tableau d'affichage
anonctabulo	tabul.anonc0o.KOMUNE	en		announcement board
anonctabulo	tabul.anonc0o.KOMUNE	en		bulletin board
anonctabulo	tabul.anonc0o.KOMUNE	de		Pinnwand
anonctabulo	tabul.anonc0o.KOMUNE	de		Wandzeitung
anonctabulo	tabul.anonc0o.KOMUNE	de	Schwarzes Brett	Brett
anonctabulo	tabul.anonc0o.KOMUNE	de		Anzeigenbrett
argiltabulo	tabul.argil0o	fr		tablette d'argile
argiltabulo	tabul.argil0o	en		clay tablet
argiltabulo	tabul.argil0o.TIP	fr		tablette d'argile
argiltabulo	tabul.argil0o.TIP	en		clay tablet
argiltabulo	tabul.argil0o.TIP	de		Tontafel
aviztabulo	tabul.aviz0o	fr		tableau d'affichage
aviztabulo	tabul.aviz0o	en		announcement board
aviztabulo	tabul.aviz0o.KOMUNE	de		Werbeanzeige
aviztabulo	tabul.aviz0o.KOMUNE	fr		tableau d'affichage
aviztabulo	tabul.aviz0o.KOMUNE	de		Informationstafel
aviztabulo	tabul.aviz0o.KOMUNE	de		Anzeigetafel
aviztabulo	tabul.aviz0o.KOMUNE	en		announcement board
aviztabulo	tabul.aviz0o.KOMUNE	de		Anzeige
celtabulo	tabul.cel0o	fr		cible
celtabulo	tabul.cel0o	en		target
celtabulo	tabul.cel0o	de		Zielscheibe
celtabulo	tabul.cel0o.ARM	fr		cible
celtabulo	tabul.cel0o.ARM	en		target
celtabulo	tabul.cel0o.ARM	de		Zielscheibe
gladotabulo	tabul.glado0o	fr		planche à repasser
gladotabulo	tabul.glado0o	en		ironing‐board
gladotabulo	tabul.glado0o	de		Bügelbrett
gladotabulo	tabul.glado0o.KOMUNE	fr		planche à repasser
gladotabulo	tabul.glado0o.KOMUNE	en		ironing‐board
gladotabulo	tabul.glado0o.KOMUNE	de		Bügelbrett
tranĉtabulo	tabul.hak0o	fr		planche à découper
haktabulo	tabul.hak0o	fr		planche à découper
tranĉtabulo	tabul.hak0o	en		chopping board
haktabulo	tabul.hak0o	en		chopping board
tranĉtabulo	tabul.hak0o	en		cutting board
haktabulo	tabul.hak0o	en		cutting board
tranĉtabulo	tabul.hak0o	de		Schneidebrett
haktabulo	tabul.hak0o	de		Schneidebrett
tranĉtabulo	tabul.hak0o.KUI	fr		planche à découper
haktabulo	tabul.hak0o.KUI	fr		planche à découper
tranĉtabulo	tabul.hak0o.KUI	en		chopping board
haktabulo	tabul.hak0o.KUI	en		chopping board
tranĉtabulo	tabul.hak0o.KUI	en		cutting board
haktabulo	tabul.hak0o.KUI	en		cutting board
tranĉtabulo	tabul.hak0o.KUI	de		Schneidebrett
haktabulo	tabul.hak0o.KUI	de		Schneidebrett
memortabulo	tabul.memor0o	fr		plaque commémorative
memortabulo	tabul.memor0o	en		commemorative plaque
memortabulo	tabul.memor0o.KOMUNE	fr		plaque commémorative
memortabulo	tabul.memor0o.KOMUNE	en		commemorative plaque
neĝtabulo	tabul.negx0o	fr		snow board
neĝtabulo	tabul.negx0o	en		snowboard
neĝtabulo	tabul.negx0o	en		snow board
neĝtabulo	tabul.negx0o	de		Snowboard
neĝtabulo	tabul.negx0o.SPO	fr		snow board
neĝtabulo	tabul.negx0o.SPO	en		snowboard
neĝtabulo	tabul.negx0o.SPO	en		snow board
neĝtabulo	tabul.negx0o.SPO	de		Snowboard
pastabulo	tabul.pas0o	fr		passerelle
pastabulo	tabul.pas0o	en	plank (for walking on)	plank
pastabulo	tabul.pas0o.ARKI	fr		passerelle
pastabulo	tabul.pas0o.ARKI	en	plank (for walking on)	plank
pastabulo	tabul.pas0o.ARKI	de	Planke (Steg)	Planke
pastabulo	tabul.pas0o.ARKI	de	Bohle (Steg)	Bohle
pastabulo	tabul.pas0o.ARKI	de		Steg
plonĝotabulo	tabul.plongx0o	fr		plongeoir
plonĝtabulo	tabul.plongx0o	fr		plongeoir
plonĝotabulo	tabul.plongx0o	en		diving board
plonĝtabulo	tabul.plongx0o	en		diving board
plonĝotabulo	tabul.plongx0o	de		Sprungbrett
plonĝtabulo	tabul.plongx0o	de		Sprungbrett
plonĝtabulo	tabul.plongx0o.SPO	fr		plongeoir
plonĝotabulo	tabul.plongx0o.SPO	en		diving board
plonĝotabulo	tabul.plongx0o.SPO	fr		plongeoir
plonĝtabulo	tabul.plongx0o.SPO	en		diving board
plonĝotabulo	tabul.plongx0o.SPO	de		Sprungbrett
plonĝtabulo	tabul.plongx0o.SPO	de		Sprungbrett
pritabuli	tabul.pri0i	fr	poser un parquet	parquet
pritabuli	tabul.pri0i	fr		lambrisser
pritabuli	tabul.pri0i	en		board up
pritabuli	tabul.pri0i.KON	fr	poser un parquet	parquet
pritabuli	tabul.pri0i.KON	fr		lambrisser
pritabuli	tabul.pri0i.KON	en		board up
rultabulo	tabul.rul0o	en		skateboard
rultabulo	tabul.rul0o	de		Skateboard
rultabulo	tabul.rul0o	fr		skate-board
rultabulo	tabul.rul0o	fr		planche à roulettes
rultabulo	tabul.rul0o.SPO	en		skateboard
rultabulo	tabul.rul0o.SPO	de		Skateboard
rultabulo	tabul.rul0o.SPO	fr		skate-board
rultabulo	tabul.rul0o.SPO	fr		planche à roulettes
saltotabulo	tabul.salto0o	fr		tremplin
saltotabulo	tabul.salto0o	fr		plongeoir
saltotabulo	tabul.salto0o	en		springboard
saltotabulo	tabul.salto0o	de		Sprungbrett
saltotabulo	tabul.salto0o.SPO	fr		tremplin
saltotabulo	tabul.salto0o.SPO	fr		plongeoir
saltotabulo	tabul.salto0o.SPO	en		springboard
saltotabulo	tabul.salto0o.SPO	de		Sprungbrett
savtabulo	tabul.sav0o	en		rescue board
savtabulo	tabul.sav0o.FRAZ	en		rescue board
savtabulo	tabul.sav0o.FRAZ	fr		planche de salut
savtabulo	tabul.sav0o.nagxanta	en		rescue board
savtabulo	tabul.sav0o.nagxanta	de		Rettungsbrett
skribtabulo	tabul.skrib0o	fr		tableau
skribtabulo	tabul.skrib0o	en		blackboard
skribtabulo	tabul.skrib0o.KOMUNE	fr		tableau
skribtabulo	tabul.skrib0o.KOMUNE	en		blackboard
skribtabulo	tabul.skrib0o.KOMUNE	de		Wandtafel
skribtabulo	tabul.skrib0o.KOMUNE	de		Schreibtafel
surfotabulo	tabul.surf0o	fr		surf-board
surftabulo	tabul.surf0o	fr		surf-board
surfotabulo	tabul.surf0o	en		surfboard
surftabulo	tabul.surf0o	en		surfboard
surftabulo	tabul.surf0o.SPO	fr		surf-board
surfotabulo	tabul.surf0o.SPO	en		surfboard
surftabulo	tabul.surf0o.SPO	en		surfboard
surfotabulo	tabul.surf0o.SPO	de		Surfbrett
surftabulo	tabul.surf0o.SPO	de		Surfbrett
surfotabulo	tabul.surf0o.SPO	fr		surf-board
vakstabulo	tabul.vaks0o	fr		tablette de cire
vakstabulo	tabul.vaks0o	en		wax tablet
vakstabulo	tabul.vaks0o	de		Wachstafel
vakstabulo	tabul.vaks0o.TIP	fr		tablette de cire
vakstabulo	tabul.vaks0o.TIP	en		wax tablet
vakstabulo	tabul.vaks0o.TIP	de		Wachstafel
veltabulo	tabul.vel0o	fr		planche à voile
veltabulo	tabul.vel0o	en		windsurf board
veltabulo	tabul.vel0o	de	Surfbrett (zum Windsurfen)	Surfbrett
veltabulo	tabul.vel0o.SPO	fr		planche à voile
veltabulo	tabul.vel0o.SPO	en		windsurf board
veltabulo	tabul.vel0o.SPO	de	Surfbrett (zum Windsurfen)	Surfbrett
tabureto	tabure.0o	fr		tabouret
tabureto	tabure.0o	en		stool
tabureto	tabure.0o	de		Schemel
tabureto	tabure.0o	de		Hocker
tabureto	tabure.0o.segxo	en		stool
tabureto	tabure.0o.segxo	de		Schemel
tabureto	tabure.0o.segxo	fr		tabouret
tabureto	tabure.0o.segxo	de		Hocker
taĉmenti	tacxme.0i	fr	détacher (mil.)	détacher
taĉmenti	tacxme.0i.KOMUNE	fr	détacher (mil.)	détacher
taĉmenti	tacxme.0i.KOMUNE	de	sammeln (Truppe)	sammeln
taĉmenti	tacxme.0i.KOMUNE	de	eine Truppe zusammenstellen	zusammenstellen
taĉmento	tacxme.0o	fr	mission (équipe)	mission
taĉmento	tacxme.0o	fr		équipe
taĉmento	tacxme.0o	fr		détachement
taĉmento	tacxme.0o.KOMUNE	fr	mission (équipe)	mission
taĉmento	tacxme.0o.KOMUNE	fr		équipe
taĉmento	tacxme.0o.KOMUNE	fr		détachement
Tadeo	tade.0o	fr		Thaddée
Tadeo	tade.0o.NOM	fr		Thaddée
Sinjoro Tadeo	tade.sinjoro0o	fr		Messire Thadée
Sinjoro Tadeo	tade.sinjoro0o.BELE	fr		Messire Thadée
tadorno	tadorn.0o	NULL	NULL	NULL
tadorno	tadorn.0o.ZOO	fr		tadorne
taelo	tael.0o	de		Tael
taelo	tael.0o	fr		tael
taelo	tael.0o	en		tael
taelo	tael.0o	de		Taël
taelo	tael.0o	de		Liang
tafto	taft.0o	fr		taffetas
tafto	taft.0o	en		taffeta
tafto	taft.0o	de		Taft
taga	tag.0a	de	-tägig	tägig
taga	tag.0a	de		am Tag
taga	tag.0a	fr		diurne
taga	tag.0a	en		daytime
taga	tag.0a	de	am Tag(e)	Tag(e)
taga	tag.0a	de	Tag-	Tag
taga	tag.0a	de	Tages-	Tages
taga	tag.0a.tempo	de	-tägig	tägig
taga	tag.0a.tempo	de		am Tag
taga	tag.0a.tempo	fr		diurne
taga	tag.0a.tempo	en		daytime
taga	tag.0a.tempo	de	am Tag(e)	Tag(e)
taga	tag.0a.tempo	de	Tag-	Tag
taga	tag.0a.tempo	de	Tages-	Tages
tage	tag.0e	fr	de jour	jour
tage	tag.0e	en	during the day	day
tage	tag.0e	de	am Tag(e)	Tag(e)
tage	tag.0e	de		tags
tage kaj nokte	tag.0ekajnokte	fr		jour et nuit
tage kaj nokte	tag.0ekajnokte	de		tagaus tagein
tage kaj nokte	tag.0ekajnokte	de		Tag und Nacht
tage kaj nokte	tag.0ekajnokte.cxiam	fr		jour et nuit
tage kaj nokte	tag.0ekajnokte.cxiam	de		tagaus tagein
tage kaj nokte	tag.0ekajnokte.cxiam	de		Tag und Nacht
tagiĝi	tag.0igxi	fr	le jour se lève	jour
tagiĝi	tag.0igxi.KAL	fr	le jour se lève	jour
tagiĝi	tag.0igxi.KAL	de	dämmern (Morgen)	dämmern
tagiĝi	tag.0igxi.KAL	de	Tag werden	Tag
Dankotago	tag.Danko0o	fr		Thanksgiving
Dankotago	tag.Danko0o	en		Thanksgiving Day
Dankotago	tag.Danko0o	de		Dankfest
Dankotago	tag.Danko0o	de		Erntedankfest
Dankotago	tag.Danko0o.KAL	fr		Thanksgiving
Dankotago	tag.Danko0o.KAL	en		Thanksgiving Day
Dankotago	tag.Danko0o.KAL	de		Dankfest
Dankotago	tag.Danko0o.KAL	de		Erntedankfest
antaŭtago	tag.antaux0o	de		Vortag
antaŭa tago	tag.antaux0o	de	vorheriger Tag	Tag
antaŭtago	tag.antaux0o	de	vorheriger Tag	Tag
